record_id,date,record_type,severity,service,owner,status,linked_jira,linked_pr,linked_incident,summary,evidence
DRA-00446,2020-08-16,assumption,,checkout-api,Ben Carter,closed,ATLAS-1384,PR-10847,,Assumption for checkout-api: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00447,2020-08-18,open_question,,analytics-pipeline,Grace Kim,open,ATLAS-4794,PR-8073,,Open_Question for analytics-pipeline: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00448,2020-08-20,blocker,low,checkout-api,Theo Martin,mitigated,ATLAS-4062,PR-10803,,Blocker for checkout-api: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00449,2020-08-22,risk,low,payment-orchestrator,Sara Novak,accepted,ATLAS-5769,PR-9613,,Risk for payment-orchestrator: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00450,2020-08-24,open_question,,loyalty-service,Ben Carter,mitigated,ATLAS-2895,PR-6815,,Open_Question for loyalty-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00451,2020-08-26,assumption,,checkout-api,Anika Sharma,accepted,ATLAS-3546,PR-7923,,Assumption for checkout-api: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00452,2020-08-27,decision,,inventory-reservation,Ben Carter,accepted,ATLAS-3161,PR-8259,,Decision for inventory-reservation: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00453,2020-08-29,decision,,loyalty-service,Yara Haddad,accepted,ATLAS-1556,PR-11518,,Decision for loyalty-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00454,2020-08-31,assumption,,loyalty-service,Aisha Khan,watching,ATLAS-5387,PR-7572,,Assumption for loyalty-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00455,2020-09-02,blocker,low,analytics-pipeline,Dmitri Volkov,mitigated,ATLAS-5209,PR-9488,,Blocker for analytics-pipeline: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00456,2020-09-04,risk,critical,auth-gateway,Sara Novak,watching,ATLAS-2081,PR-12069,,Risk for auth-gateway: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00457,2020-09-05,action,,checkout-api,Samir Rao,open,ATLAS-4367,PR-8280,PD-2145,Action for checkout-api: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00458,2020-09-07,blocker,medium,loyalty-service,Maya Chen,mitigated,ATLAS-4046,PR-6400,,Blocker for loyalty-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00459,2020-09-09,decision,,checkout-api,Luca Moretti,mitigated,ATLAS-6180,PR-10782,,Decision for checkout-api: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00460,2020-09-11,assumption,,payment-orchestrator,Nora Singh,open,ATLAS-5707,PR-5140,,Assumption for payment-orchestrator: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00461,2020-09-13,decision,,notification-service,Mateo Garcia,watching,ATLAS-6107,PR-8435,,Decision for notification-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00462,2020-09-15,risk,medium,cart-service,Harper Lee,closed,ATLAS-5800,PR-12054,,Risk for cart-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00463,2020-09-16,risk,high,analytics-pipeline,Ben Carter,closed,ATLAS-2843,PR-10035,,Risk for analytics-pipeline: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00464,2020-09-18,blocker,low,payment-orchestrator,Aisha Khan,watching,ATLAS-4374,PR-5332,,Blocker for payment-orchestrator: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00465,2020-09-20,assumption,,inventory-reservation,Samir Rao,watching,ATLAS-4843,PR-6488,,Assumption for inventory-reservation: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00466,2020-09-22,action,,notification-service,Iris Wang,open,ATLAS-1032,PR-7653,PD-2287,Action for notification-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00467,2020-09-24,blocker,critical,pricing-engine,Owen Brooks,watching,ATLAS-6150,PR-10841,,Blocker for pricing-engine: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00468,2020-09-25,risk,high,cart-service,Yara Haddad,closed,ATLAS-3097,PR-9172,,Risk for cart-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00469,2020-09-27,risk,high,notification-service,Ben Carter,watching,ATLAS-1699,PR-8018,,Risk for notification-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00470,2020-09-29,risk,low,checkout-api,Anika Sharma,open,ATLAS-3386,PR-6894,,Risk for checkout-api: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00471,2020-10-01,action,,auth-gateway,Iris Wang,watching,ATLAS-2992,PR-5719,,Action for auth-gateway: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00472,2020-10-03,risk,low,cart-service,Dmitri Volkov,mitigated,ATLAS-2631,PR-5076,,Risk for cart-service: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00473,2020-10-04,action,,search-recommendations,Ravi Patel,open,ATLAS-1103,PR-9627,,Action for search-recommendations: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00474,2020-10-06,blocker,high,cart-service,Fatima Noor,accepted,ATLAS-4426,PR-11666,,Blocker for cart-service: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00475,2020-10-08,action,,payment-orchestrator,Mateo Garcia,accepted,ATLAS-3068,PR-7529,,Action for payment-orchestrator: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00476,2020-10-10,open_question,,auth-gateway,Owen Brooks,mitigated,ATLAS-4409,PR-6278,,Open_Question for auth-gateway: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00477,2020-10-12,open_question,,inventory-reservation,Harper Lee,open,ATLAS-3516,PR-6371,,Open_Question for inventory-reservation: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00478,2020-10-14,open_question,,analytics-pipeline,Nora Singh,open,ATLAS-5040,PR-7550,,Open_Question for analytics-pipeline: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00479,2020-10-15,assumption,,analytics-pipeline,Owen Brooks,closed,ATLAS-5249,PR-7561,,Assumption for analytics-pipeline: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00480,2020-10-17,risk,medium,auth-gateway,Anika Sharma,open,ATLAS-3453,PR-8779,,Risk for auth-gateway: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00481,2020-10-19,decision,,pricing-engine,Victor Silva,accepted,ATLAS-3467,PR-5774,,Decision for pricing-engine: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00482,2020-10-21,action,,loyalty-service,Priya Nair,watching,ATLAS-3045,PR-10437,,Action for loyalty-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00483,2020-10-23,assumption,,notification-service,Maya Chen,open,ATLAS-5799,PR-9256,,Assumption for notification-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00484,2020-10-24,assumption,,payment-orchestrator,Mateo Garcia,mitigated,ATLAS-5939,PR-8994,,Assumption for payment-orchestrator: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00485,2020-10-26,open_question,,payment-orchestrator,Fatima Noor,accepted,ATLAS-1128,PR-10092,,Open_Question for payment-orchestrator: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00486,2020-10-28,action,,auth-gateway,Kim Tan,accepted,ATLAS-5019,PR-6300,,Action for auth-gateway: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00487,2020-10-30,risk,medium,order-ledger,Ben Carter,watching,ATLAS-2780,PR-9558,,Risk for order-ledger: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00488,2020-11-01,assumption,,pricing-engine,Yara Haddad,accepted,ATLAS-1313,PR-5312,PD-2113,Assumption for pricing-engine: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00489,2020-11-03,open_question,,tax-service,Victor Silva,open,ATLAS-2798,PR-9960,,Open_Question for tax-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00490,2020-11-04,assumption,,auth-gateway,Anika Sharma,open,ATLAS-3056,PR-6203,,Assumption for auth-gateway: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00491,2020-11-06,action,,tax-service,Owen Brooks,closed,ATLAS-3986,PR-9856,PD-2432,Action for tax-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00492,2020-11-08,risk,medium,notification-service,Priya Nair,mitigated,ATLAS-1953,PR-7146,,Risk for notification-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00493,2020-11-10,action,,inventory-reservation,Kim Tan,accepted,ATLAS-3411,PR-5572,PD-2857,Action for inventory-reservation: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00494,2020-11-12,risk,critical,tax-service,Ben Carter,open,ATLAS-4654,PR-5469,,Risk for tax-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00495,2020-11-13,action,,payment-orchestrator,Sara Novak,accepted,ATLAS-4766,PR-11788,,Action for payment-orchestrator: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00496,2020-11-15,action,,order-ledger,Jon Bell,accepted,ATLAS-2165,PR-6656,,Action for order-ledger: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00497,2020-11-17,decision,,pricing-engine,Yara Haddad,accepted,ATLAS-2611,PR-8502,PD-2283,Decision for pricing-engine: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00498,2020-11-19,risk,medium,loyalty-service,Samir Rao,accepted,ATLAS-3508,PR-8243,,Risk for loyalty-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00499,2020-11-21,risk,critical,tax-service,Ravi Patel,closed,ATLAS-3734,PR-7853,,Risk for tax-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00500,2020-11-22,risk,medium,inventory-reservation,Kim Tan,watching,ATLAS-2067,PR-5546,,Risk for inventory-reservation: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00501,2020-11-24,decision,,auth-gateway,Priya Nair,open,ATLAS-2957,PR-7897,,Decision for auth-gateway: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00502,2020-11-26,risk,medium,order-ledger,Priya Nair,closed,ATLAS-5716,PR-6202,,Risk for order-ledger: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00503,2020-11-28,assumption,,tax-service,Ravi Patel,closed,ATLAS-5453,PR-9094,,Assumption for tax-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00504,2020-11-30,action,,cart-service,Ben Carter,open,ATLAS-4914,PR-8449,,Action for cart-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00505,2020-12-02,open_question,,notification-service,Luca Moretti,open,ATLAS-2852,PR-6138,,Open_Question for notification-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00506,2020-12-03,assumption,,analytics-pipeline,Elena Petrova,closed,ATLAS-4630,PR-7924,PD-2402,Assumption for analytics-pipeline: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00507,2020-12-05,open_question,,analytics-pipeline,Anika Sharma,closed,ATLAS-4078,PR-5012,,Open_Question for analytics-pipeline: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00508,2020-12-07,open_question,,inventory-reservation,Nora Singh,accepted,ATLAS-1488,PR-6282,,Open_Question for inventory-reservation: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00509,2020-12-09,assumption,,inventory-reservation,Grace Kim,closed,ATLAS-5400,PR-7085,,Assumption for inventory-reservation: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00510,2020-12-11,blocker,critical,search-recommendations,Anika Sharma,mitigated,ATLAS-1783,PR-5085,PD-2460,Blocker for search-recommendations: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00511,2020-12-12,blocker,low,order-ledger,Aisha Khan,watching,ATLAS-1146,PR-6821,,Blocker for order-ledger: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00512,2020-12-14,open_question,,tax-service,Elena Petrova,open,ATLAS-5921,PR-11226,,Open_Question for tax-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00513,2020-12-16,action,,cart-service,Kim Tan,accepted,ATLAS-3722,PR-5965,,Action for cart-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00514,2020-12-18,decision,,search-recommendations,Mateo Garcia,open,ATLAS-1768,PR-9990,PD-2802,Decision for search-recommendations: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00515,2020-12-20,open_question,,checkout-api,Aisha Khan,mitigated,ATLAS-1122,PR-8408,,Open_Question for checkout-api: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00516,2020-12-22,risk,low,pricing-engine,Elena Petrova,mitigated,ATLAS-4581,PR-6448,,Risk for pricing-engine: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00517,2020-12-23,open_question,,tax-service,Kim Tan,mitigated,ATLAS-2554,PR-9010,PD-2635,Open_Question for tax-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00518,2020-12-25,risk,medium,pricing-engine,Luca Moretti,open,ATLAS-2405,PR-7278,,Risk for pricing-engine: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00519,2020-12-27,risk,high,tax-service,Samir Rao,watching,ATLAS-2216,PR-11671,,Risk for tax-service: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00520,2020-12-29,assumption,,loyalty-service,Nora Singh,closed,ATLAS-6141,PR-10919,,Assumption for loyalty-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00521,2020-12-31,open_question,,loyalty-service,Dmitri Volkov,watching,ATLAS-2749,PR-9944,,Open_Question for loyalty-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00522,2021-01-01,assumption,,search-recommendations,Nora Singh,watching,ATLAS-5876,PR-11773,,Assumption for search-recommendations: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00523,2021-01-03,blocker,low,pricing-engine,Anika Sharma,open,ATLAS-4521,PR-6915,,Blocker for pricing-engine: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00524,2021-01-05,assumption,,loyalty-service,Harper Lee,open,ATLAS-5660,PR-9420,,Assumption for loyalty-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00525,2021-01-07,open_question,,pricing-engine,Anika Sharma,accepted,ATLAS-4075,PR-10963,PD-2344,Open_Question for pricing-engine: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00526,2021-01-09,action,,payment-orchestrator,Noah Evans,mitigated,ATLAS-1480,PR-9058,PD-2738,Action for payment-orchestrator: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00527,2021-01-11,risk,high,pricing-engine,Fatima Noor,mitigated,ATLAS-2386,PR-6772,,Risk for pricing-engine: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00528,2021-01-12,open_question,,tax-service,Luca Moretti,closed,ATLAS-5653,PR-8936,,Open_Question for tax-service: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00529,2021-01-14,risk,high,search-recommendations,Noah Evans,open,ATLAS-2355,PR-5530,,Risk for search-recommendations: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00530,2021-01-16,risk,low,order-ledger,Dmitri Volkov,mitigated,ATLAS-4404,PR-6638,PD-2453,Risk for order-ledger: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00531,2021-01-18,risk,critical,search-recommendations,Yara Haddad,accepted,ATLAS-4563,PR-5209,,Risk for search-recommendations: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00532,2021-01-20,assumption,,cart-service,Victor Silva,watching,ATLAS-1647,PR-8457,PD-2422,Assumption for cart-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00533,2021-01-21,decision,,payment-orchestrator,Harper Lee,watching,ATLAS-3838,PR-8311,PD-2871,Decision for payment-orchestrator: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00534,2021-01-23,risk,low,cart-service,Samir Rao,mitigated,ATLAS-2549,PR-6138,,Risk for cart-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00535,2021-01-25,assumption,,tax-service,Victor Silva,mitigated,ATLAS-5485,PR-10860,,Assumption for tax-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00536,2021-01-27,decision,,auth-gateway,Maya Chen,mitigated,ATLAS-5181,PR-9992,,Decision for auth-gateway: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00537,2021-01-29,action,,loyalty-service,Ravi Patel,open,ATLAS-6064,PR-10991,,Action for loyalty-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00538,2021-01-30,open_question,,inventory-reservation,Elena Petrova,accepted,ATLAS-1493,PR-9779,,Open_Question for inventory-reservation: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00539,2021-02-01,action,,tax-service,Victor Silva,closed,ATLAS-5048,PR-5024,,Action for tax-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00540,2021-02-03,action,,notification-service,Dmitri Volkov,mitigated,ATLAS-5982,PR-11468,,Action for notification-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00541,2021-02-05,risk,critical,cart-service,Theo Martin,open,ATLAS-1839,PR-12005,,Risk for cart-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00542,2021-02-07,decision,,tax-service,Theo Martin,mitigated,ATLAS-1521,PR-8387,,Decision for tax-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00543,2021-02-09,risk,low,cart-service,Jon Bell,accepted,ATLAS-5091,PR-11228,PD-2121,Risk for cart-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00544,2021-02-10,assumption,,notification-service,Nora Singh,accepted,ATLAS-1909,PR-12025,,Assumption for notification-service: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00545,2021-02-12,decision,,cart-service,Sara Novak,open,ATLAS-4230,PR-7545,,Decision for cart-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00546,2021-02-14,assumption,,notification-service,Yara Haddad,closed,ATLAS-5978,PR-11368,,Assumption for notification-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00547,2021-02-16,decision,,analytics-pipeline,Elena Petrova,mitigated,ATLAS-1207,PR-11374,,Decision for analytics-pipeline: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00548,2021-02-18,action,,inventory-reservation,Samir Rao,open,ATLAS-3332,PR-7667,,Action for inventory-reservation: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00549,2021-02-19,blocker,medium,loyalty-service,Maya Chen,closed,ATLAS-5374,PR-10355,PD-2051,Blocker for loyalty-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00550,2021-02-21,action,,pricing-engine,Noah Evans,open,ATLAS-1278,PR-8352,,Action for pricing-engine: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00551,2021-02-23,decision,,loyalty-service,Nora Singh,watching,ATLAS-1340,PR-8386,,Decision for loyalty-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00552,2021-02-25,decision,,payment-orchestrator,Noah Evans,watching,ATLAS-5839,PR-5504,,Decision for payment-orchestrator: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00553,2021-02-27,blocker,medium,auth-gateway,Anika Sharma,open,ATLAS-1819,PR-9889,,Blocker for auth-gateway: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00554,2021-03-01,assumption,,checkout-api,Harper Lee,accepted,ATLAS-3942,PR-6390,PD-2078,Assumption for checkout-api: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00555,2021-03-02,decision,,inventory-reservation,Yara Haddad,mitigated,ATLAS-2410,PR-8721,,Decision for inventory-reservation: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
