event_id,event_type,repo,branch,pr_id,commit_sha,release_id,title,author,created_at,merged_at,status,files_changed,additions,deletions,linked_issues,linked_incidents,services,risk_notes,review_outcome
GH-01813,commit,atlas-infra,feature-order-ledger-2020,,000071517b89,,order-ledger: reduce latency and improve retry behavior,Nora Singh,2020-04-25,,merged,29,577,214,ATLAS-3831;ATLAS-2928;ATLAS-3259,,order-ledger,requires rollback plan,auto merged
GH-01814,review,atlas-mobile,hotfix-search-recommendations-2020,PR-6814,00007166d8d3,,search-recommendations: migrate legacy path behind feature flag,Ben Carter,2020-04-23,2020-04-30,closed,34,1154,413,ATLAS-5610,PD-2644,search-recommendations,low risk,release captain approved
GH-01815,pull_request,atlas-checkout,hotfix-notification-service-2020,PR-6815,00007174ec08,,notification-service: add source-grounded validation for rollout,Sara Novak,2020-04-26,2020-04-28,released,16,775,563,ATLAS-2018;ATLAS-3078;ATLAS-1850,,notification-service,watch p95 latency,auto merged
GH-01816,review,atlas-infra,feature-analytics-pipeline-2020,PR-6816,00007184958a,,analytics-pipeline: reduce latency and improve retry behavior,Anika Sharma,2020-04-24,2020-04-27,approved,22,733,88,ATLAS-4443,,analytics-pipeline,watch p95 latency,approved
GH-01817,commit,atlas-infra,main-search-recommendations-2020,,00007195d2f1,,search-recommendations: migrate legacy path behind feature flag,Yara Haddad,2020-04-27,,open,2,1038,626,ATLAS-5640;ATLAS-2112;ATLAS-3471,PD-2290,search-recommendations,requires rollback plan,approved
GH-01818,review,atlas-web,main-inventory-reservation-2020,PR-6818,000071a8fc56,,inventory-reservation: migrate legacy path behind feature flag,Mateo Garcia,2020-04-28,2020-05-03,closed,27,588,542,ATLAS-4791;ATLAS-1157,,inventory-reservation,watch p95 latency,release captain approved
GH-01819,commit,atlas-web,main-pricing-engine-2020,,000071b34bdf,,pricing-engine: migrate legacy path behind feature flag,Ravi Patel,2020-04-29,,approved,23,1147,550,ATLAS-4405;ATLAS-1939;ATLAS-5648,PD-2313,pricing-engine,database migration risk,auto merged
GH-01820,commit,atlas-payments,release-loyalty-service-2020,,000071cd1cb5,,"loyalty-service: update runbook, dashboards, and alert thresholds",Sara Novak,2020-04-30,,approved,14,741,540,ATLAS-5969;ATLAS-2629;ATLAS-1527,,loyalty-service,needs QA evidence,approved
GH-01821,commit,atlas-orders,release-search-recommendations-2020,PR-6821,000071d89fdc,,search-recommendations: migrate legacy path behind feature flag,Mateo Garcia,2020-04-29,,merged,27,901,802,ATLAS-3481;ATLAS-3722;ATLAS-6109,PD-2697,search-recommendations,requires rollback plan,release captain approved
GH-01822,release,atlas-observability,main-notification-service-2020,,000071e12989,REL-2020.2.2,"notification-service: update runbook, dashboards, and alert thresholds",Elena Petrova,2020-04-30,,approved,12,278,202,ATLAS-5813;ATLAS-2558,,notification-service,needs QA evidence,auto merged
GH-01823,pull_request,atlas-payments,main-order-ledger-2020,PR-6823,000071fc9ac1,,"order-ledger: update runbook, dashboards, and alert thresholds",Ravi Patel,2020-05-01,2020-05-10,approved,23,482,61,ATLAS-5985;ATLAS-2662,PD-2393,order-ledger,needs QA evidence,release captain approved
GH-01824,commit,atlas-payments,release-analytics-pipeline-2020,,000072035de6,,analytics-pipeline: migrate legacy path behind feature flag,Noah Evans,2020-05-01,,open,24,588,601,ATLAS-3516,,analytics-pipeline,database migration risk,auto merged
GH-01825,commit,atlas-orders,main-checkout-api-2020,,0000721d9ccc,,checkout-api: add source-grounded validation for rollout,Mateo Garcia,2020-04-29,,merged,27,688,288,ATLAS-1001;ATLAS-2552,PD-2145,checkout-api,database migration risk,auto merged
GH-01826,commit,atlas-data,release-inventory-reservation-2020,,0000722809ee,,inventory-reservation: reduce latency and improve retry behavior,Dmitri Volkov,2020-05-02,,released,12,890,596,ATLAS-3803;ATLAS-4312,PD-2111,inventory-reservation,needs QA evidence,release captain approved
GH-01827,commit,atlas-mobile,main-notification-service-2020,,0000723bb512,,notification-service: add source-grounded validation for rollout,Samir Rao,2020-05-01,,approved,38,1180,546,ATLAS-1152,PD-2842,notification-service,needs QA evidence,release captain approved
GH-01828,commit,atlas-infra,hotfix-inventory-reservation-2020,,00007246781e,,"inventory-reservation: update runbook, dashboards, and alert thresholds",Theo Martin,2020-05-01,,released,5,1047,738,ATLAS-2766;ATLAS-5886;ATLAS-4131,PD-2690,inventory-reservation,requires rollback plan,approved
GH-01829,commit,atlas-observability,hotfix-loyalty-service-2020,PR-6829,0000725579b6,,loyalty-service: migrate legacy path behind feature flag,Owen Brooks,2020-04-29,,open,19,669,534,ATLAS-2525;ATLAS-4706,,loyalty-service,watch p95 latency,changes requested
GH-01830,commit,atlas-payments,release-pricing-engine-2020,,0000726e4151,,pricing-engine: migrate legacy path behind feature flag,Iris Wang,2020-05-04,,merged,26,837,390,ATLAS-3353;ATLAS-5026,PD-2165,pricing-engine,database migration risk,approved
GH-01831,commit,atlas-checkout,feature-auth-gateway-2020,,00007275581e,,auth-gateway: fix incident follow-up and regression tests,Noah Evans,2020-05-02,,released,38,896,402,ATLAS-3792;ATLAS-5186;ATLAS-1848,,auth-gateway,needs QA evidence,auto merged
GH-01832,branch,atlas-data,release-order-ledger-2020,,0000728056f5,,"order-ledger: update runbook, dashboards, and alert thresholds",Harper Lee,2020-04-30,,open,21,1068,287,ATLAS-3509;ATLAS-6156,PD-2067,order-ledger,low risk,approved
GH-01833,release,atlas-data,release-analytics-pipeline-2020,,000072963db8,REL-2020.2.13,analytics-pipeline: reduce latency and improve retry behavior,Samir Rao,2020-05-01,,released,3,530,360,ATLAS-2445,,analytics-pipeline,database migration risk,approved
GH-01834,commit,atlas-infra,hotfix-tax-service-2020,PR-6834,000072a378d6,,tax-service: add source-grounded validation for rollout,Sara Novak,2020-05-05,,open,13,597,114,ATLAS-1115;ATLAS-1186,,tax-service,database migration risk,approved
GH-01835,pull_request,atlas-mobile,release-checkout-api-2020,PR-6835,000072b12fb4,,checkout-api: add source-grounded validation for rollout,Owen Brooks,2020-05-06,2020-05-08,released,12,591,560,ATLAS-5442,PD-2791,checkout-api,low risk,auto merged
GH-01836,commit,atlas-infra,release-inventory-reservation-2020,,000072c52f18,,"inventory-reservation: update runbook, dashboards, and alert thresholds",Jon Bell,2020-05-03,,open,41,949,819,ATLAS-1038,,inventory-reservation,database migration risk,changes requested
GH-01837,branch,atlas-payments,feature-inventory-reservation-2020,,000072d58fd9,,inventory-reservation: add source-grounded validation for rollout,Yara Haddad,2020-05-03,,merged,20,979,773,ATLAS-3295;ATLAS-4078,,inventory-reservation,low risk,changes requested
GH-01838,commit,atlas-mobile,main-cart-service-2020,,000072e4a288,,cart-service: add source-grounded validation for rollout,Grace Kim,2020-05-07,,released,38,114,468,ATLAS-1428;ATLAS-1642;ATLAS-4187,,cart-service,database migration risk,changes requested
GH-01839,commit,atlas-checkout,main-payment-orchestrator-2020,PR-6839,000072f6fed2,,payment-orchestrator: add source-grounded validation for rollout,Ravi Patel,2020-05-05,,released,20,1132,898,ATLAS-4119,,payment-orchestrator,watch p95 latency,auto merged
GH-01840,commit,atlas-data,main-pricing-engine-2020,,00007308d8a3,,pricing-engine: reduce latency and improve retry behavior,Mateo Garcia,2020-05-07,,closed,2,506,668,ATLAS-2986,,pricing-engine,watch p95 latency,release captain approved
GH-01841,pull_request,atlas-observability,main-analytics-pipeline-2020,PR-6841,0000731a662e,,analytics-pipeline: migrate legacy path behind feature flag,Grace Kim,2020-05-08,2020-05-15,open,5,115,256,ATLAS-4947;ATLAS-3574;ATLAS-4479,PD-2036,analytics-pipeline,requires rollback plan,changes requested
GH-01842,commit,atlas-infra,hotfix-search-recommendations-2020,,000073214d49,,"search-recommendations: update runbook, dashboards, and alert thresholds",Victor Silva,2020-05-07,,released,16,890,119,ATLAS-5884;ATLAS-1783,PD-2722,search-recommendations,low risk,auto merged
GH-01843,commit,atlas-mobile,release-analytics-pipeline-2020,PR-6843,0000733de045,,analytics-pipeline: migrate legacy path behind feature flag,Noah Evans,2020-05-08,,closed,17,82,610,ATLAS-2768;ATLAS-5974;ATLAS-3149,PD-2012,analytics-pipeline,database migration risk,release captain approved
GH-01844,branch,atlas-infra,hotfix-pricing-engine-2020,,000073416eab,,"pricing-engine: update runbook, dashboards, and alert thresholds",Dmitri Volkov,2020-05-07,,approved,40,296,527,ATLAS-1493;ATLAS-3855;ATLAS-5369,PD-2253,pricing-engine,requires rollback plan,release captain approved
GH-01845,review,atlas-observability,release-loyalty-service-2020,PR-6845,0000735a377b,,loyalty-service: fix incident follow-up and regression tests,Grace Kim,2020-05-08,2020-05-14,merged,3,1045,407,ATLAS-1836,,loyalty-service,watch p95 latency,auto merged
GH-01846,review,atlas-orders,hotfix-search-recommendations-2020,PR-6846,0000736fc1f6,,search-recommendations: migrate legacy path behind feature flag,Elena Petrova,2020-05-07,2020-05-13,released,24,77,585,ATLAS-2488,,search-recommendations,requires rollback plan,changes requested
GH-01847,review,atlas-infra,feature-loyalty-service-2020,PR-6847,00007374c1f5,,loyalty-service: fix incident follow-up and regression tests,Grace Kim,2020-05-10,2020-05-17,closed,42,223,76,ATLAS-3171;ATLAS-1532;ATLAS-5280,PD-2024,loyalty-service,needs QA evidence,changes requested
GH-01848,commit,atlas-payments,release-loyalty-service-2020,,000073813fe8,,loyalty-service: add source-grounded validation for rollout,Fatima Noor,2020-05-07,,merged,38,89,156,ATLAS-4500;ATLAS-2024,PD-2545,loyalty-service,low risk,approved
GH-01849,branch,atlas-mobile,feature-cart-service-2020,PR-6849,000073965c49,,cart-service: fix incident follow-up and regression tests,Anika Sharma,2020-05-09,,released,37,98,297,ATLAS-5958;ATLAS-4270,,cart-service,watch p95 latency,approved
GH-01850,branch,atlas-infra,release-pricing-engine-2020,PR-6850,000073a47b07,,"pricing-engine: update runbook, dashboards, and alert thresholds",Mateo Garcia,2020-05-09,,closed,9,1071,714,ATLAS-3422;ATLAS-3239,PD-2328,pricing-engine,low risk,changes requested
GH-01851,review,atlas-checkout,release-notification-service-2020,PR-6851,000073b7fd15,,notification-service: fix incident follow-up and regression tests,Nora Singh,2020-05-10,2020-05-19,approved,10,1201,758,ATLAS-1603;ATLAS-6012,,notification-service,watch p95 latency,auto merged
GH-01852,pull_request,atlas-mobile,feature-notification-service-2020,PR-6852,000073c7d1c5,,"notification-service: update runbook, dashboards, and alert thresholds",Noah Evans,2020-05-12,2020-05-18,released,3,234,137,ATLAS-4164,PD-2348,notification-service,requires rollback plan,approved
GH-01853,branch,atlas-payments,feature-cart-service-2020,,000073df6bad,,cart-service: add source-grounded validation for rollout,Victor Silva,2020-05-12,,merged,14,694,816,ATLAS-3363,,cart-service,database migration risk,changes requested
GH-01854,pull_request,atlas-infra,feature-loyalty-service-2020,PR-6854,000073e35fed,,loyalty-service: fix incident follow-up and regression tests,Mateo Garcia,2020-05-10,2020-05-18,open,30,505,326,ATLAS-1463,PD-2305,loyalty-service,requires rollback plan,approved
GH-01855,review,atlas-mobile,main-loyalty-service-2020,PR-6855,000073f588e2,,loyalty-service: fix incident follow-up and regression tests,Noah Evans,2020-05-10,2020-05-17,closed,18,259,863,ATLAS-3661;ATLAS-5112;ATLAS-5273,PD-2774,loyalty-service,needs QA evidence,changes requested
GH-01856,pull_request,atlas-infra,release-tax-service-2020,PR-6856,00007406122e,,tax-service: fix incident follow-up and regression tests,Ravi Patel,2020-05-13,2020-05-16,merged,2,1164,70,ATLAS-6191;ATLAS-2731,,tax-service,requires rollback plan,release captain approved
GH-01857,branch,atlas-payments,main-inventory-reservation-2020,,0000741b7e1a,,inventory-reservation: migrate legacy path behind feature flag,Owen Brooks,2020-05-10,,approved,2,349,484,ATLAS-2938,PD-2809,inventory-reservation,low risk,changes requested
GH-01858,review,atlas-mobile,release-inventory-reservation-2020,PR-6858,00007425aeb0,,inventory-reservation: fix incident follow-up and regression tests,Anika Sharma,2020-05-14,2020-05-23,approved,34,572,323,ATLAS-1454,,inventory-reservation,watch p95 latency,approved
GH-01859,commit,atlas-orders,hotfix-order-ledger-2020,,0000743af3c8,,"order-ledger: update runbook, dashboards, and alert thresholds",Noah Evans,2020-05-14,,approved,11,622,679,ATLAS-1065;ATLAS-3021;ATLAS-2536,,order-ledger,needs QA evidence,approved
GH-01860,review,atlas-data,hotfix-payment-orchestrator-2020,PR-6860,00007444b979,,payment-orchestrator: migrate legacy path behind feature flag,Iris Wang,2020-05-11,2020-05-19,approved,14,1317,424,ATLAS-4895;ATLAS-4977,,payment-orchestrator,needs QA evidence,approved
GH-01861,branch,atlas-observability,release-search-recommendations-2020,,00007450646a,,search-recommendations: reduce latency and improve retry behavior,Nora Singh,2020-05-13,,closed,16,1334,691,ATLAS-3472,,search-recommendations,database migration risk,approved
GH-01862,release,atlas-observability,main-pricing-engine-2020,,0000746a3b38,REL-2020.2.2,pricing-engine: add source-grounded validation for rollout,Harper Lee,2020-05-13,,open,9,922,148,ATLAS-1012;ATLAS-2096,,pricing-engine,requires rollback plan,approved
GH-01863,pull_request,atlas-infra,feature-pricing-engine-2020,PR-6863,0000747f2bad,,pricing-engine: migrate legacy path behind feature flag,Elena Petrova,2020-05-12,2020-05-20,released,18,1391,744,ATLAS-3554,PD-2665,pricing-engine,database migration risk,release captain approved
GH-01864,commit,atlas-orders,hotfix-notification-service-2020,PR-6864,0000748d06ad,,"notification-service: update runbook, dashboards, and alert thresholds",Harper Lee,2020-05-17,,open,12,1205,807,ATLAS-2160;ATLAS-1202,PD-2661,notification-service,watch p95 latency,auto merged
GH-01865,pull_request,atlas-orders,main-checkout-api-2020,PR-6865,00007490d750,,checkout-api: add source-grounded validation for rollout,Grace Kim,2020-05-15,2020-05-23,approved,27,1206,299,ATLAS-2447;ATLAS-2626;ATLAS-4772,,checkout-api,requires rollback plan,auto merged
GH-01866,review,atlas-payments,main-inventory-reservation-2020,PR-6866,000074acaba3,,inventory-reservation: migrate legacy path behind feature flag,Anika Sharma,2020-05-13,2020-05-16,approved,18,934,532,ATLAS-5988;ATLAS-2307;ATLAS-2382,PD-2117,inventory-reservation,watch p95 latency,approved
GH-01867,pull_request,atlas-mobile,hotfix-tax-service-2020,PR-6867,000074bab0ad,,tax-service: fix incident follow-up and regression tests,Elena Petrova,2020-05-15,2020-05-22,approved,16,684,848,ATLAS-3452;ATLAS-4319,PD-2282,tax-service,requires rollback plan,auto merged
GH-01868,commit,atlas-payments,hotfix-analytics-pipeline-2020,PR-6868,000074cb181c,,analytics-pipeline: migrate legacy path behind feature flag,Luca Moretti,2020-05-15,,closed,10,589,173,ATLAS-6032,,analytics-pipeline,needs QA evidence,release captain approved
GH-01869,pull_request,atlas-observability,hotfix-cart-service-2020,PR-6869,000074dc7fcc,,cart-service: fix incident follow-up and regression tests,Yara Haddad,2020-05-19,2020-05-25,closed,33,76,158,ATLAS-5029;ATLAS-6182,,cart-service,watch p95 latency,release captain approved
GH-01870,review,atlas-infra,hotfix-notification-service-2020,PR-6870,000074e10e05,,notification-service: migrate legacy path behind feature flag,Elena Petrova,2020-05-18,2020-05-27,merged,17,624,68,ATLAS-4839;ATLAS-1515;ATLAS-4368,PD-2718,notification-service,needs QA evidence,release captain approved
GH-01871,pull_request,atlas-web,release-search-recommendations-2020,PR-6871,000074f394f7,,search-recommendations: fix incident follow-up and regression tests,Harper Lee,2020-05-17,2020-05-18,merged,36,1005,293,ATLAS-5945;ATLAS-5121;ATLAS-1880,,search-recommendations,database migration risk,changes requested
GH-01872,commit,atlas-checkout,feature-analytics-pipeline-2020,PR-6872,00007508a647,,"analytics-pipeline: update runbook, dashboards, and alert thresholds",Fatima Noor,2020-05-20,,merged,17,41,437,ATLAS-5044;ATLAS-6072,,analytics-pipeline,low risk,approved
GH-01873,commit,atlas-infra,hotfix-pricing-engine-2020,,00007512fe94,,pricing-engine: fix incident follow-up and regression tests,Ravi Patel,2020-05-20,,approved,10,462,838,ATLAS-4437;ATLAS-2036,,pricing-engine,needs QA evidence,release captain approved
GH-01874,pull_request,atlas-infra,release-loyalty-service-2020,PR-6874,000075275964,,loyalty-service: migrate legacy path behind feature flag,Luca Moretti,2020-05-18,2020-05-21,released,25,718,323,ATLAS-1372;ATLAS-5325,,loyalty-service,requires rollback plan,release captain approved
GH-01875,commit,atlas-mobile,feature-cart-service-2020,,00007531ce35,,"cart-service: update runbook, dashboards, and alert thresholds",Dmitri Volkov,2020-05-17,,approved,34,328,239,ATLAS-1717;ATLAS-2304;ATLAS-2152,PD-2207,cart-service,low risk,release captain approved
GH-01876,branch,atlas-web,feature-tax-service-2020,,000075452286,,tax-service: fix incident follow-up and regression tests,Theo Martin,2020-05-19,,approved,23,376,457,ATLAS-1196,,tax-service,database migration risk,auto merged
GH-01877,review,atlas-observability,release-payment-orchestrator-2020,PR-6877,0000755a0a14,,payment-orchestrator: add source-grounded validation for rollout,Anika Sharma,2020-05-22,2020-05-30,open,28,1180,526,ATLAS-1337;ATLAS-5896;ATLAS-2297,,payment-orchestrator,low risk,changes requested
GH-01878,pull_request,atlas-orders,feature-inventory-reservation-2020,PR-6878,0000756c6627,,inventory-reservation: fix incident follow-up and regression tests,Aisha Khan,2020-05-22,2020-05-29,merged,25,1154,766,ATLAS-3453;ATLAS-2272;ATLAS-3268,,inventory-reservation,watch p95 latency,approved
GH-01879,commit,atlas-web,hotfix-analytics-pipeline-2020,,0000757dca20,,analytics-pipeline: fix incident follow-up and regression tests,Maya Chen,2020-05-21,,closed,37,694,900,ATLAS-3989,,analytics-pipeline,low risk,approved
GH-01880,commit,atlas-mobile,feature-cart-service-2020,,0000758377fa,,"cart-service: update runbook, dashboards, and alert thresholds",Grace Kim,2020-05-21,,open,42,740,130,ATLAS-5741;ATLAS-3179;ATLAS-1896,,cart-service,database migration risk,auto merged
GH-01881,branch,atlas-orders,release-pricing-engine-2020,PR-6881,000075970c32,,pricing-engine: reduce latency and improve retry behavior,Samir Rao,2020-05-20,,approved,24,912,64,ATLAS-4529;ATLAS-5685,PD-2479,pricing-engine,database migration risk,approved
GH-01882,commit,atlas-data,hotfix-auth-gateway-2020,,000075a83542,,"auth-gateway: update runbook, dashboards, and alert thresholds",Noah Evans,2020-05-20,,approved,11,251,206,ATLAS-3801,PD-2417,auth-gateway,database migration risk,changes requested
GH-01883,commit,atlas-orders,release-auth-gateway-2020,,000075ba6bd5,,auth-gateway: add source-grounded validation for rollout,Fatima Noor,2020-05-22,,approved,39,276,450,ATLAS-4404,PD-2366,auth-gateway,watch p95 latency,changes requested
GH-01884,review,atlas-infra,hotfix-search-recommendations-2020,PR-6884,000075c9973a,,search-recommendations: fix incident follow-up and regression tests,Maya Chen,2020-05-24,2020-05-26,closed,37,327,255,ATLAS-2222;ATLAS-2119,,search-recommendations,watch p95 latency,approved
GH-01885,commit,atlas-data,release-inventory-reservation-2020,,000075d2d0db,,"inventory-reservation: update runbook, dashboards, and alert thresholds",Ben Carter,2020-05-21,,merged,16,1110,736,ATLAS-4876;ATLAS-5433,,inventory-reservation,watch p95 latency,approved
GH-01886,commit,atlas-data,main-analytics-pipeline-2020,,000075efeb1d,,"analytics-pipeline: update runbook, dashboards, and alert thresholds",Aisha Khan,2020-05-24,,open,6,837,365,ATLAS-5361,,analytics-pipeline,needs QA evidence,auto merged
GH-01887,commit,atlas-mobile,hotfix-search-recommendations-2020,,000075f707be,,search-recommendations: reduce latency and improve retry behavior,Aisha Khan,2020-05-24,,released,31,657,584,ATLAS-2951;ATLAS-1420,PD-2436,search-recommendations,low risk,release captain approved
GH-01888,pull_request,atlas-observability,hotfix-auth-gateway-2020,PR-6888,0000760147ff,,auth-gateway: fix incident follow-up and regression tests,Yara Haddad,2020-05-22,2020-05-30,approved,28,671,41,ATLAS-2246;ATLAS-5276,,auth-gateway,low risk,changes requested
GH-01889,review,atlas-checkout,hotfix-analytics-pipeline-2020,PR-6889,0000761e62df,,analytics-pipeline: add source-grounded validation for rollout,Luca Moretti,2020-05-24,2020-05-26,open,15,1076,424,ATLAS-3216,,analytics-pipeline,database migration risk,approved
GH-01890,pull_request,atlas-observability,main-auth-gateway-2020,PR-6890,00007622ef11,,"auth-gateway: update runbook, dashboards, and alert thresholds",Anika Sharma,2020-05-24,2020-05-25,open,3,1068,221,ATLAS-4460,,auth-gateway,requires rollback plan,release captain approved
GH-01891,commit,atlas-infra,main-analytics-pipeline-2020,,000076317e12,,analytics-pipeline: fix incident follow-up and regression tests,Iris Wang,2020-05-27,,closed,9,189,849,ATLAS-2971;ATLAS-1273;ATLAS-4457,PD-2846,analytics-pipeline,watch p95 latency,release captain approved
GH-01892,commit,atlas-mobile,release-search-recommendations-2020,,0000764fb2f2,,search-recommendations: migrate legacy path behind feature flag,Priya Nair,2020-05-26,,open,7,864,714,ATLAS-3139;ATLAS-3877,,search-recommendations,database migration risk,changes requested
GH-01893,commit,atlas-payments,release-checkout-api-2020,,0000765e107f,,checkout-api: fix incident follow-up and regression tests,Harper Lee,2020-05-24,,merged,3,1186,253,ATLAS-4643;ATLAS-1459,,checkout-api,requires rollback plan,auto merged
GH-01894,pull_request,atlas-data,main-cart-service-2020,PR-6894,0000766a8164,,"cart-service: update runbook, dashboards, and alert thresholds",Aisha Khan,2020-05-28,2020-06-06,approved,13,1120,790,ATLAS-2645;ATLAS-3863,,cart-service,watch p95 latency,changes requested
GH-01895,commit,atlas-payments,main-payment-orchestrator-2020,,0000767564dc,,"payment-orchestrator: update runbook, dashboards, and alert thresholds",Sara Novak,2020-05-26,,merged,7,584,116,ATLAS-5043;ATLAS-2772;ATLAS-5164,,payment-orchestrator,database migration risk,auto merged
GH-01896,pull_request,atlas-web,release-notification-service-2020,PR-6896,0000768689e8,,notification-service: add source-grounded validation for rollout,Sara Novak,2020-05-26,2020-05-29,open,30,399,839,ATLAS-5952;ATLAS-1188;ATLAS-4389,PD-2312,notification-service,watch p95 latency,auto merged
GH-01897,pull_request,atlas-mobile,hotfix-order-ledger-2020,PR-6897,00007696435b,,order-ledger: fix incident follow-up and regression tests,Aisha Khan,2020-05-28,2020-06-03,released,22,494,15,ATLAS-1122;ATLAS-1463,,order-ledger,requires rollback plan,auto merged
GH-01898,pull_request,atlas-infra,feature-inventory-reservation-2020,PR-6898,000076ad5db3,,inventory-reservation: migrate legacy path behind feature flag,Dmitri Volkov,2020-05-30,2020-06-05,open,20,129,229,ATLAS-2015,,inventory-reservation,requires rollback plan,approved
GH-01899,commit,atlas-checkout,feature-auth-gateway-2020,,000076b6dafb,,"auth-gateway: update runbook, dashboards, and alert thresholds",Luca Moretti,2020-05-26,,released,22,1198,172,ATLAS-3460,,auth-gateway,needs QA evidence,release captain approved
GH-01900,release,atlas-orders,feature-analytics-pipeline-2020,PR-6900,000076c9ea07,REL-2020.2.0,analytics-pipeline: migrate legacy path behind feature flag,Mateo Garcia,2020-05-29,,open,38,1104,427,ATLAS-2213;ATLAS-3426,PD-2397,analytics-pipeline,needs QA evidence,release captain approved
GH-01901,pull_request,atlas-infra,release-pricing-engine-2020,PR-6901,000076d765b8,,pricing-engine: migrate legacy path behind feature flag,Yara Haddad,2020-05-27,2020-06-01,merged,1,427,581,ATLAS-2968;ATLAS-4760,,pricing-engine,low risk,auto merged
GH-01902,commit,atlas-orders,main-order-ledger-2020,,000076e49965,,order-ledger: add source-grounded validation for rollout,Harper Lee,2020-05-31,,approved,16,1284,578,ATLAS-1983;ATLAS-5910;ATLAS-3739,,order-ledger,database migration risk,approved
GH-01903,commit,atlas-observability,feature-loyalty-service-2020,,000076ffe995,,loyalty-service: add source-grounded validation for rollout,Iris Wang,2020-05-29,,closed,23,801,503,ATLAS-3987,PD-2300,loyalty-service,needs QA evidence,release captain approved
GH-01904,commit,atlas-data,hotfix-auth-gateway-2020,PR-6904,0000770cf0e0,,"auth-gateway: update runbook, dashboards, and alert thresholds",Sara Novak,2020-05-29,,approved,3,1186,525,ATLAS-3904,,auth-gateway,database migration risk,release captain approved
GH-01905,commit,atlas-mobile,main-auth-gateway-2020,,0000771aed4c,,auth-gateway: migrate legacy path behind feature flag,Maya Chen,2020-05-28,,closed,40,905,593,ATLAS-2964;ATLAS-3494,,auth-gateway,requires rollback plan,auto merged
GH-01906,review,atlas-mobile,hotfix-tax-service-2020,PR-6906,0000772175b4,,tax-service: reduce latency and improve retry behavior,Priya Nair,2020-06-02,2020-06-07,merged,23,727,610,ATLAS-4712;ATLAS-2899;ATLAS-4350,,tax-service,watch p95 latency,release captain approved
GH-01907,commit,atlas-mobile,release-pricing-engine-2020,,00007739a589,,pricing-engine: reduce latency and improve retry behavior,Mateo Garcia,2020-05-31,,closed,28,208,172,ATLAS-6179;ATLAS-1694;ATLAS-1478,,pricing-engine,requires rollback plan,changes requested
GH-01908,commit,atlas-infra,hotfix-loyalty-service-2020,,000077475c92,,"loyalty-service: update runbook, dashboards, and alert thresholds",Luca Moretti,2020-05-29,,merged,2,228,846,ATLAS-6115;ATLAS-1989,PD-2823,loyalty-service,watch p95 latency,changes requested
GH-01909,commit,atlas-orders,feature-tax-service-2020,,0000775318ca,,tax-service: migrate legacy path behind feature flag,Mateo Garcia,2020-05-31,,released,14,1213,294,ATLAS-4356;ATLAS-4811;ATLAS-4647,PD-2674,tax-service,needs QA evidence,approved
GH-01910,review,atlas-infra,release-order-ledger-2020,PR-6910,0000776dba39,,order-ledger: migrate legacy path behind feature flag,Ravi Patel,2020-06-03,2020-06-10,released,30,956,578,ATLAS-4805;ATLAS-5291;ATLAS-4462,PD-2538,order-ledger,database migration risk,changes requested
GH-01911,pull_request,atlas-infra,release-tax-service-2020,PR-6911,000077711613,,tax-service: fix incident follow-up and regression tests,Grace Kim,2020-05-31,2020-06-06,merged,24,406,785,ATLAS-4820;ATLAS-3367,PD-2844,tax-service,needs QA evidence,auto merged
GH-01912,commit,atlas-infra,release-loyalty-service-2020,PR-6912,000077874c42,,loyalty-service: reduce latency and improve retry behavior,Grace Kim,2020-06-02,,open,6,119,594,ATLAS-5607;ATLAS-2279;ATLAS-5439,PD-2083,loyalty-service,low risk,approved
GH-01913,review,atlas-mobile,feature-search-recommendations-2020,PR-6913,000077978524,,search-recommendations: fix incident follow-up and regression tests,Aisha Khan,2020-06-01,2020-06-05,merged,30,820,257,ATLAS-4731,PD-2464,search-recommendations,requires rollback plan,release captain approved
GH-01914,commit,atlas-mobile,feature-payment-orchestrator-2020,,000077afd7d0,,payment-orchestrator: reduce latency and improve retry behavior,Ravi Patel,2020-06-05,,open,10,1360,52,ATLAS-2792;ATLAS-5710,,payment-orchestrator,low risk,release captain approved
GH-01915,pull_request,atlas-observability,feature-analytics-pipeline-2020,PR-6915,000077b73ba6,,analytics-pipeline: fix incident follow-up and regression tests,Iris Wang,2020-06-02,2020-06-06,closed,23,1211,817,ATLAS-5962,PD-2793,analytics-pipeline,watch p95 latency,approved
GH-01916,commit,atlas-orders,hotfix-pricing-engine-2020,,000077c0175a,,pricing-engine: reduce latency and improve retry behavior,Anika Sharma,2020-06-02,,approved,40,962,845,ATLAS-5786,PD-2621,pricing-engine,needs QA evidence,release captain approved
GH-01917,pull_request,atlas-orders,main-auth-gateway-2020,PR-6917,000077d13b3f,,auth-gateway: add source-grounded validation for rollout,Harper Lee,2020-06-05,2020-06-09,merged,1,1331,332,ATLAS-1649;ATLAS-4713;ATLAS-2945,,auth-gateway,low risk,changes requested
GH-01918,branch,atlas-data,hotfix-order-ledger-2020,PR-6918,000077eb883f,,order-ledger: add source-grounded validation for rollout,Kim Tan,2020-06-02,,released,4,1060,58,ATLAS-3015;ATLAS-2888;ATLAS-1410,,order-ledger,requires rollback plan,approved
GH-01919,commit,atlas-web,feature-auth-gateway-2020,,000077fccd51,,auth-gateway: add source-grounded validation for rollout,Mateo Garcia,2020-06-07,,open,10,1384,103,ATLAS-3446;ATLAS-3461;ATLAS-5847,,auth-gateway,low risk,release captain approved
