date,channel,sessions,conversion_pct,p95_latency_ms,p99_latency_ms,error_rate_pct,support_tickets,payment_retries,notes,linked_jira
2019-04-12,android,10282,74.98,620,1288,0.547,13,2,release day,ATLAS-1866
2019-04-12,mobile-web,11787,75.94,709,1403,0.459,33,1,payment provider watch,ATLAS-4253
2019-04-12,partner-api,10491,77.41,722,1319,0.559,25,4,release day,ATLAS-4173
2019-04-12,store-kiosk,10105,76.18,580,1188,0.691,7,11,normal,ATLAS-4877
2019-04-13,web,20367,75.24,730,1434,0.475,10,27,normal,ATLAS-1312
2019-04-13,ios,11250,78.08,721,1496,0.404,39,8,release day,ATLAS-4587
2019-04-13,android,10423,77.19,679,1356,0.01,18,18,normal,ATLAS-1375
2019-04-13,mobile-web,9998,75.12,578,1182,0.611,1,10,incident watch,ATLAS-2800
2019-04-13,partner-api,11945,77.32,649,1228,0.491,59,24,normal,ATLAS-4087
2019-04-13,store-kiosk,9902,76.91,580,1154,0.18,59,8,mobile regression,ATLAS-1244
2019-04-14,web,16498,76.47,724,1354,0.423,32,3,payment provider watch,ATLAS-3498
2019-04-14,ios,10941,77.83,668,1311,0.394,57,32,normal,ATLAS-1894
2019-04-14,android,11909,77.65,715,1336,0.417,44,27,release day,ATLAS-4417
2019-04-14,mobile-web,11942,75.62,612,1294,0.598,6,9,mobile regression,ATLAS-4922
2019-04-14,partner-api,11919,77.36,743,1556,0.576,34,10,campaign,ATLAS-5284
2019-04-14,store-kiosk,10400,75.02,626,1317,0.711,21,25,release day,ATLAS-1592
2019-04-15,web,16695,75.39,659,1378,0.157,19,32,normal,ATLAS-3864
2019-04-15,ios,10667,74.94,724,1457,0.623,30,5,normal,ATLAS-3026
2019-04-15,android,11274,74.47,666,1272,0.26,48,30,campaign,ATLAS-5754
2019-04-15,mobile-web,10858,76.01,704,1417,0.673,7,16,normal,ATLAS-2029
2019-04-15,partner-api,11609,78.6,558,1124,0.139,51,18,normal,ATLAS-2645
2019-04-15,store-kiosk,10294,77.65,703,1459,0.149,13,1,release day,ATLAS-1815
2019-04-16,web,17385,76.85,744,1395,0.01,35,19,payment provider watch,ATLAS-2292
2019-04-16,ios,10518,76.88,692,1414,0.275,33,27,release day,ATLAS-1656
2019-04-16,android,9826,75.79,758,1441,0.877,16,19,release day,ATLAS-3902
2019-04-16,mobile-web,11345,77.35,721,1352,0.46,74,15,incident watch,ATLAS-5372
2019-04-16,partner-api,10933,75.02,617,1274,0.549,42,6,campaign,ATLAS-3207
2019-04-16,store-kiosk,11603,77.51,647,1214,0.597,41,0,normal,ATLAS-1084
2019-04-17,web,16651,75.92,700,1365,0.084,5,5,campaign,ATLAS-3201
2019-04-17,ios,11074,76.5,593,1152,0.251,56,6,payment provider watch,ATLAS-2377
2019-04-17,android,11628,77.01,620,1298,0.279,5,19,payment provider watch,ATLAS-1643
2019-04-17,mobile-web,9742,76.11,684,1304,0.228,9,29,incident watch,ATLAS-1900
2019-04-17,partner-api,11699,78.4,683,1433,0.075,66,5,payment provider watch,ATLAS-4254
2019-04-17,store-kiosk,11105,78.39,585,1122,0.935,6,8,campaign,ATLAS-2031
2019-04-18,web,17521,77.11,636,1350,0.01,10,3,release day,ATLAS-1314
2019-04-18,ios,9878,75.33,691,1418,0.01,6,11,release day,ATLAS-2168
2019-04-18,android,11738,76.5,598,1295,0.259,30,29,release day,ATLAS-4159
2019-04-18,mobile-web,11705,77.07,689,1264,1.002,17,32,mobile regression,ATLAS-5236
2019-04-18,partner-api,10972,78.41,617,1169,0.289,22,4,normal,ATLAS-1711
2019-04-18,store-kiosk,11526,76.08,629,1333,0.101,15,3,normal,ATLAS-2414
2019-04-19,web,16874,77.48,597,1167,0.58,65,21,incident watch,ATLAS-1425
2019-04-19,ios,11952,78.27,661,1396,0.01,25,19,normal,ATLAS-3802
2019-04-19,android,10410,74.71,719,1404,0.118,1,6,normal,ATLAS-2681
2019-04-19,mobile-web,11736,78.2,746,1373,0.184,48,13,mobile regression,ATLAS-4618
2019-04-19,partner-api,10467,75.65,608,1181,0.753,50,18,incident watch,ATLAS-4818
2019-04-19,store-kiosk,11034,76.21,721,1344,0.086,54,30,campaign,ATLAS-4932
2019-04-20,web,18450,76.14,616,1225,0.83,70,16,release day,ATLAS-6027
2019-04-20,ios,11047,76.67,724,1512,0.435,7,4,release day,ATLAS-5602
2019-04-20,android,9936,77.02,559,1031,0.855,38,29,campaign,ATLAS-1238
2019-04-20,mobile-web,10959,78.1,635,1307,0.5,47,7,normal,ATLAS-5674
2019-04-20,partner-api,9945,75.28,618,1313,0.5,42,18,incident watch,ATLAS-3496
2019-04-20,store-kiosk,10897,77.25,709,1297,0.196,56,18,payment provider watch,ATLAS-4437
2019-04-21,web,17396,76.6,702,1334,0.638,15,11,payment provider watch,ATLAS-5160
2019-04-21,ios,9839,75.55,614,1262,0.628,21,15,incident watch,ATLAS-4395
2019-04-21,android,11111,75.96,688,1330,0.519,10,31,incident watch,ATLAS-3992
2019-04-21,mobile-web,11079,75.36,696,1336,0.767,44,6,normal,ATLAS-1774
2019-04-21,partner-api,10834,78.25,670,1242,0.845,65,20,incident watch,ATLAS-1013
2019-04-21,store-kiosk,10410,75.6,717,1470,0.772,34,23,incident watch,ATLAS-1166
2019-04-22,web,17445,74.89,703,1305,0.69,16,27,incident watch,ATLAS-1933
2019-04-22,ios,10145,75.07,743,1408,0.739,31,26,release day,ATLAS-1541
2019-04-22,android,10192,75.4,693,1359,0.429,68,21,release day,ATLAS-5583
2019-04-22,mobile-web,10934,76.09,574,1219,0.447,10,30,incident watch,ATLAS-4397
2019-04-22,partner-api,11791,77.15,740,1465,0.647,57,21,normal,ATLAS-4538
2019-04-22,store-kiosk,10727,76.67,688,1450,0.388,60,3,normal,ATLAS-1158
2019-04-23,web,17362,78.21,722,1505,0.241,35,4,payment provider watch,ATLAS-2024
2019-04-23,ios,11901,75.0,644,1238,0.358,12,27,normal,ATLAS-2789
2019-04-23,android,11853,77.9,564,1063,1.123,50,29,campaign,ATLAS-3928
2019-04-23,mobile-web,11610,76.61,661,1345,0.563,69,5,normal,ATLAS-1992
2019-04-23,partner-api,9811,74.84,570,1193,0.226,33,24,normal,ATLAS-4543
2019-04-23,store-kiosk,10692,75.35,662,1241,0.514,20,10,incident watch,ATLAS-3811
2019-04-24,web,17605,74.69,690,1280,0.46,56,12,incident watch,ATLAS-5428
2019-04-24,ios,11268,74.99,629,1306,0.532,27,4,incident watch,ATLAS-5986
2019-04-24,android,10656,75.37,609,1244,0.449,70,1,incident watch,ATLAS-1583
2019-04-24,mobile-web,11040,77.1,566,1143,0.434,26,32,normal,ATLAS-1434
2019-04-24,partner-api,11396,78.43,629,1326,0.433,69,26,mobile regression,ATLAS-6029
2019-04-24,store-kiosk,10612,76.05,702,1398,0.774,37,9,campaign,ATLAS-3268
2019-04-25,web,18098,76.83,691,1279,0.415,41,16,release day,ATLAS-5977
2019-04-25,ios,10088,75.54,736,1346,0.239,0,3,normal,ATLAS-5425
2019-04-25,android,10038,76.9,605,1139,0.01,61,23,normal,ATLAS-6140
2019-04-25,mobile-web,11731,78.29,689,1447,0.348,49,30,incident watch,ATLAS-5179
2019-04-25,partner-api,10195,76.93,698,1327,0.922,62,20,incident watch,ATLAS-1352
2019-04-25,store-kiosk,11176,76.09,690,1322,0.548,26,27,release day,ATLAS-5195
2019-04-26,web,18701,74.85,718,1478,0.407,61,20,normal,ATLAS-2352
2019-04-26,ios,10283,77.39,562,1081,0.453,27,19,release day,ATLAS-4760
2019-04-26,android,11614,76.63,654,1311,0.53,13,31,incident watch,ATLAS-5688
2019-04-26,mobile-web,11044,75.82,604,1169,0.482,59,19,payment provider watch,ATLAS-1050
2019-04-26,partner-api,11927,77.43,667,1341,0.559,29,7,release day,ATLAS-5447
2019-04-26,store-kiosk,11713,74.45,716,1494,0.354,7,13,incident watch,ATLAS-1020
2019-04-27,web,17020,74.86,710,1365,0.628,37,4,campaign,ATLAS-1873
2019-04-27,ios,9992,77.01,569,1059,0.453,37,17,incident watch,ATLAS-4134
2019-04-27,android,10920,75.53,615,1171,0.462,73,4,campaign,ATLAS-1106
2019-04-27,mobile-web,10693,74.68,674,1312,0.205,64,29,release day,ATLAS-3364
2019-04-27,partner-api,10321,75.96,615,1249,0.745,24,1,incident watch,ATLAS-1235
2019-04-27,store-kiosk,11070,76.2,709,1447,0.53,9,8,campaign,ATLAS-1148
2019-04-28,web,19521,77.42,669,1301,0.547,16,21,payment provider watch,ATLAS-5918
2019-04-28,ios,11601,75.71,612,1311,0.813,22,1,campaign,ATLAS-5544
2019-04-28,android,9850,78.19,742,1391,0.49,73,15,payment provider watch,ATLAS-1528
2019-04-28,mobile-web,9727,78.11,613,1215,0.58,45,26,campaign,ATLAS-2745
2019-04-28,partner-api,10927,76.71,615,1222,0.383,26,26,campaign,ATLAS-1002
2019-04-28,store-kiosk,10715,77.17,626,1165,0.59,54,5,normal,ATLAS-1809
2019-04-29,web,19312,78.0,712,1335,0.515,1,13,release day,ATLAS-5290
2019-04-29,ios,9762,77.6,755,1389,0.467,2,13,normal,ATLAS-5686
2019-04-29,android,10757,78.31,655,1273,0.01,57,7,release day,ATLAS-3637
2019-04-29,mobile-web,10330,76.93,569,1127,0.483,25,21,payment provider watch,ATLAS-4942
2019-04-29,partner-api,11574,75.31,559,1219,0.696,72,5,release day,ATLAS-2896
2019-04-29,store-kiosk,11636,77.9,726,1520,0.639,38,4,normal,ATLAS-1977
2019-04-30,web,20326,77.66,571,1096,0.542,41,20,campaign,ATLAS-4442
2019-04-30,ios,11227,77.31,609,1231,0.883,60,8,campaign,ATLAS-6013
2019-04-30,android,10584,77.79,745,1427,0.73,28,8,incident watch,ATLAS-3052
2019-04-30,mobile-web,10285,74.63,715,1379,0.655,53,21,payment provider watch,ATLAS-2673
2019-04-30,partner-api,10469,75.11,718,1313,0.419,15,31,normal,ATLAS-1569
2019-04-30,store-kiosk,10939,78.35,630,1211,0.01,45,20,release day,ATLAS-5647
2019-05-01,web,19335,78.25,607,1156,0.398,56,31,normal,ATLAS-4862
2019-05-01,ios,10743,77.39,707,1414,0.829,42,15,release day,ATLAS-2240
2019-05-01,android,10491,77.99,721,1397,0.672,74,21,incident watch,ATLAS-2183
2019-05-01,mobile-web,10576,76.13,659,1215,0.278,26,16,release day,ATLAS-1692
2019-05-01,partner-api,11754,76.38,673,1336,0.01,44,22,campaign,ATLAS-3355
2019-05-01,store-kiosk,11837,74.99,590,1216,0.012,0,18,incident watch,ATLAS-3017
2019-05-02,web,17287,76.81,627,1319,0.621,30,8,payment provider watch,ATLAS-2641
2019-05-02,ios,11014,77.87,617,1208,0.537,10,19,normal,ATLAS-5683
2019-05-02,android,9877,76.03,723,1461,0.569,46,30,campaign,ATLAS-4035
2019-05-02,mobile-web,11157,78.35,731,1346,0.235,36,19,campaign,ATLAS-2237
2019-05-02,partner-api,11235,75.09,736,1432,0.32,48,4,mobile regression,ATLAS-3292
2019-05-02,store-kiosk,10601,77.25,576,1213,0.677,54,10,payment provider watch,ATLAS-2408
2019-05-03,web,18817,76.32,569,1094,0.351,0,20,campaign,ATLAS-2044
2019-05-03,ios,11139,75.59,592,1149,0.485,36,28,incident watch,ATLAS-4374
2019-05-03,android,10264,75.96,614,1218,0.123,25,21,release day,ATLAS-4341
2019-05-03,mobile-web,10050,74.46,717,1352,0.385,55,32,incident watch,ATLAS-5604
2019-05-03,partner-api,11861,75.24,587,1156,0.448,43,18,mobile regression,ATLAS-2984
2019-05-03,store-kiosk,10284,76.83,594,1229,0.763,5,6,mobile regression,ATLAS-5735
2019-05-04,web,20364,75.7,740,1472,0.28,65,23,mobile regression,ATLAS-5227
2019-05-04,ios,9855,74.55,607,1281,0.7,31,29,incident watch,ATLAS-4130
2019-05-04,android,9799,76.0,658,1396,0.85,47,2,payment provider watch,ATLAS-2634
2019-05-04,mobile-web,10494,75.53,663,1314,0.797,0,9,release day,ATLAS-2414
2019-05-04,partner-api,10520,74.83,562,1202,0.302,40,6,release day,ATLAS-3016
2019-05-04,store-kiosk,9707,74.79,742,1390,0.236,29,27,mobile regression,ATLAS-4161
2019-05-05,web,18788,76.14,641,1281,0.58,12,9,incident watch,ATLAS-2921
2019-05-05,ios,10472,75.52,671,1350,0.404,8,24,incident watch,ATLAS-5071
2019-05-05,android,9969,77.57,712,1372,0.285,15,25,incident watch,ATLAS-2149
2019-05-05,mobile-web,11143,76.19,624,1292,0.506,62,4,normal,ATLAS-2885
2019-05-05,partner-api,10507,77.41,561,1094,0.297,72,12,release day,ATLAS-3123
2019-05-05,store-kiosk,9954,76.98,718,1413,0.192,57,8,incident watch,ATLAS-4879
2019-05-06,web,20061,74.96,752,1555,0.381,61,20,normal,ATLAS-4056
2019-05-06,ios,11422,75.98,638,1334,0.467,29,10,incident watch,ATLAS-3565
2019-05-06,android,10292,75.34,674,1396,0.742,64,32,normal,ATLAS-2352
2019-05-06,mobile-web,11098,78.06,750,1386,0.389,72,14,mobile regression,ATLAS-1781
2019-05-06,partner-api,10502,76.74,676,1305,0.507,50,21,mobile regression,ATLAS-4964
2019-05-06,store-kiosk,11260,78.32,590,1128,0.54,47,6,release day,ATLAS-2215
2019-05-07,web,18302,75.05,611,1260,0.258,26,20,campaign,ATLAS-4728
2019-05-07,ios,11755,75.2,646,1198,0.571,22,2,release day,ATLAS-5115
2019-05-07,android,11482,75.15,565,1234,0.349,0,3,incident watch,ATLAS-1947
2019-05-07,mobile-web,10796,74.52,701,1436,0.748,4,29,incident watch,ATLAS-2659
2019-05-07,partner-api,11710,77.18,730,1424,0.243,74,20,mobile regression,ATLAS-5990
2019-05-07,store-kiosk,9985,74.55,663,1272,0.708,10,17,incident watch,ATLAS-1122
2019-05-08,web,17816,75.88,596,1267,0.677,1,15,incident watch,ATLAS-3834
2019-05-08,ios,10046,76.39,588,1252,0.28,59,10,normal,ATLAS-1167
2019-05-08,android,10398,78.27,735,1442,0.333,41,13,mobile regression,ATLAS-2930
2019-05-08,mobile-web,10536,77.23,694,1334,0.049,29,18,release day,ATLAS-5460
2019-05-08,partner-api,11560,75.33,709,1401,0.655,11,1,payment provider watch,ATLAS-2069
2019-05-08,store-kiosk,11280,76.72,721,1354,0.824,54,15,incident watch,ATLAS-1991
2019-05-09,web,19419,75.78,573,1151,0.102,70,5,normal,ATLAS-1906
2019-05-09,ios,10123,74.88,560,1123,0.045,57,14,campaign,ATLAS-4590
2019-05-09,android,10543,77.35,713,1475,0.897,45,11,release day,ATLAS-2916
2019-05-09,mobile-web,10924,74.64,607,1138,0.84,41,0,campaign,ATLAS-1925
2019-05-09,partner-api,11824,77.36,570,1167,0.67,18,23,incident watch,ATLAS-1825
2019-05-09,store-kiosk,10858,77.13,595,1220,0.501,45,16,mobile regression,ATLAS-1562
2019-05-10,web,19782,75.21,701,1418,0.712,1,4,release day,ATLAS-1860
2019-05-10,ios,10563,75.02,693,1326,0.493,12,21,normal,ATLAS-1435
2019-05-10,android,10567,76.93,651,1294,0.568,21,26,normal,ATLAS-3405
2019-05-10,mobile-web,11485,76.1,751,1456,0.438,6,3,mobile regression,ATLAS-5328
2019-05-10,partner-api,10265,78.37,715,1427,0.502,10,3,campaign,ATLAS-5183
2019-05-10,store-kiosk,11342,75.86,661,1223,0.839,6,23,campaign,ATLAS-5726
2019-05-11,web,17300,75.06,623,1145,0.685,56,26,release day,ATLAS-2801
2019-05-11,ios,10796,77.1,751,1557,0.01,71,32,normal,ATLAS-2201
2019-05-11,android,11338,74.8,727,1516,0.674,48,16,mobile regression,ATLAS-4855
2019-05-11,mobile-web,11099,77.36,753,1505,0.498,54,3,normal,ATLAS-1553
2019-05-11,partner-api,11216,76.14,562,1032,0.842,1,16,normal,ATLAS-1324
2019-05-11,store-kiosk,9858,76.44,579,1106,0.225,43,29,campaign,ATLAS-5440
2019-05-12,web,18725,77.9,675,1382,0.347,62,6,release day,ATLAS-5281
2019-05-12,ios,11099,75.88,751,1471,0.354,64,15,mobile regression,ATLAS-5724
2019-05-12,android,11664,76.46,632,1306,0.297,41,9,payment provider watch,ATLAS-1188
2019-05-12,mobile-web,11754,78.22,662,1385,0.399,51,5,normal,ATLAS-3076
2019-05-12,partner-api,9860,75.66,637,1264,0.01,26,4,payment provider watch,ATLAS-1854
2019-05-12,store-kiosk,10721,75.91,727,1414,0.01,31,1,normal,ATLAS-4961
2019-05-13,web,18201,78.31,629,1288,0.45,69,0,release day,ATLAS-4309
2019-05-13,ios,10857,75.87,710,1321,0.575,39,11,normal,ATLAS-1653
2019-05-13,android,11605,76.5,710,1476,0.514,70,20,mobile regression,ATLAS-4877
2019-05-13,mobile-web,11629,76.93,593,1181,0.526,50,4,payment provider watch,ATLAS-2848
2019-05-13,partner-api,11010,75.38,573,1177,0.331,39,14,payment provider watch,ATLAS-5775
2019-05-13,store-kiosk,10354,78.36,587,1149,0.277,26,24,release day,ATLAS-4317
2019-05-14,web,16707,76.71,585,1092,0.583,43,7,normal,ATLAS-3839
2019-05-14,ios,11989,77.09,737,1441,0.646,62,29,incident watch,ATLAS-5584
2019-05-14,android,11366,77.95,721,1400,0.24,1,16,incident watch,ATLAS-1322
2019-05-14,mobile-web,10379,77.15,580,1152,0.486,36,7,mobile regression,ATLAS-5682
2019-05-14,partner-api,11309,78.27,757,1511,0.261,0,17,mobile regression,ATLAS-3516
2019-05-14,store-kiosk,11384,75.43,568,1142,0.721,8,20,release day,ATLAS-5919
2019-05-15,web,18659,76.14,624,1332,0.328,37,9,campaign,ATLAS-5500
2019-05-15,ios,10219,78.43,613,1278,0.616,2,1,mobile regression,ATLAS-1997
2019-05-15,android,10461,74.48,690,1287,0.411,30,8,mobile regression,ATLAS-4991
2019-05-15,mobile-web,10528,76.98,644,1324,0.694,13,4,incident watch,ATLAS-1880
2019-05-15,partner-api,11947,75.63,673,1304,0.583,64,6,normal,ATLAS-5536
2019-05-15,store-kiosk,9888,77.84,714,1491,0.635,16,17,normal,ATLAS-2213
2019-05-16,web,17025,74.8,603,1161,0.208,39,25,normal,ATLAS-3096
2019-05-16,ios,10492,78.25,594,1287,0.01,58,29,release day,ATLAS-3528
2019-05-16,android,10085,76.7,629,1301,0.833,55,5,normal,ATLAS-5761
2019-05-16,mobile-web,10210,77.37,716,1339,0.078,1,8,mobile regression,ATLAS-5149
2019-05-16,partner-api,10761,76.57,688,1302,0.771,13,15,mobile regression,ATLAS-1147
2019-05-16,store-kiosk,9729,76.88,701,1362,0.817,71,20,normal,ATLAS-5749
2019-05-17,web,18800,75.96,681,1404,0.666,13,3,normal,ATLAS-2965
2019-05-17,ios,11555,76.32,711,1322,0.405,20,4,payment provider watch,ATLAS-2550
2019-05-17,android,10869,75.55,683,1286,0.216,26,4,mobile regression,ATLAS-2740
2019-05-17,mobile-web,10088,77.87,653,1351,0.713,32,29,payment provider watch,ATLAS-4867
2019-05-17,partner-api,11902,75.41,691,1327,0.369,2,15,mobile regression,ATLAS-4048
2019-05-17,store-kiosk,9918,76.86,695,1409,0.594,6,4,normal,ATLAS-4847
2019-05-18,web,19006,76.29,697,1366,0.55,53,11,normal,ATLAS-3925
2019-05-18,ios,11848,74.53,653,1348,0.738,4,23,release day,ATLAS-4563
2019-05-18,android,11793,75.01,599,1142,0.664,63,7,normal,ATLAS-2738
2019-05-18,mobile-web,11156,78.19,701,1323,0.746,53,1,release day,ATLAS-3366
2019-05-18,partner-api,11249,74.9,618,1311,0.771,54,13,incident watch,ATLAS-5691
2019-05-18,store-kiosk,9745,76.95,651,1234,0.925,68,30,incident watch,ATLAS-4888
2019-05-19,web,17413,78.1,696,1273,0.509,69,7,normal,ATLAS-5765
2019-05-19,ios,10580,77.07,684,1383,0.437,50,10,release day,ATLAS-5330
2019-05-19,android,10067,74.76,673,1353,0.754,35,6,campaign,ATLAS-3924
2019-05-19,mobile-web,10486,78.44,659,1368,0.955,10,20,release day,ATLAS-3481
2019-05-19,partner-api,11430,74.8,604,1208,0.19,25,23,normal,ATLAS-6083
2019-05-19,store-kiosk,10788,78.14,580,1239,0.403,63,16,incident watch,ATLAS-3780
2019-05-20,web,18751,76.91,688,1359,0.315,42,15,mobile regression,ATLAS-5690
2019-05-20,ios,10070,77.07,678,1328,0.453,45,13,payment provider watch,ATLAS-5932
2019-05-20,android,10573,75.49,633,1330,0.674,19,9,normal,ATLAS-1078
2019-05-20,mobile-web,10696,77.48,703,1453,0.099,60,27,campaign,ATLAS-4283
2019-05-20,partner-api,10018,77.39,752,1552,0.054,3,3,mobile regression,ATLAS-4859
2019-05-20,store-kiosk,10615,75.86,696,1338,0.581,31,16,release day,ATLAS-5067
2019-05-21,web,18802,74.53,673,1299,0.251,68,26,normal,ATLAS-1786
2019-05-21,ios,11217,77.51,750,1515,0.607,16,0,release day,ATLAS-2502
2019-05-21,android,11144,75.56,758,1433,0.159,61,23,mobile regression,ATLAS-5109
2019-05-21,mobile-web,10658,74.88,620,1306,0.312,11,9,normal,ATLAS-5115
2019-05-21,partner-api,10986,76.99,594,1268,0.361,14,5,release day,ATLAS-5378
2019-05-21,store-kiosk,10457,76.76,635,1363,0.41,65,18,release day,ATLAS-5859
2019-05-22,web,19891,76.99,641,1207,0.439,26,31,normal,ATLAS-2782
2019-05-22,ios,11753,78.3,620,1190,0.215,22,14,campaign,ATLAS-4173
2019-05-22,android,9902,76.42,719,1499,0.304,57,31,normal,ATLAS-2995
2019-05-22,mobile-web,10777,77.22,639,1311,0.299,62,27,normal,ATLAS-2219
2019-05-22,partner-api,10010,77.92,714,1358,0.186,35,13,incident watch,ATLAS-4779
2019-05-22,store-kiosk,11816,75.92,674,1394,0.446,63,28,release day,ATLAS-5487
2019-05-23,web,18014,75.09,645,1263,0.564,45,14,normal,ATLAS-4333
2019-05-23,ios,10059,77.3,742,1385,0.302,4,30,mobile regression,ATLAS-4347
2019-05-23,android,10306,76.28,587,1219,0.234,36,16,normal,ATLAS-4002
2019-05-23,mobile-web,10930,74.52,727,1428,0.01,73,3,payment provider watch,ATLAS-6131
2019-05-23,partner-api,10428,76.32,694,1337,0.267,34,4,payment provider watch,ATLAS-1156
2019-05-23,store-kiosk,11713,76.56,758,1436,0.097,53,19,payment provider watch,ATLAS-1725
2019-05-24,web,19857,75.44,692,1362,0.42,39,3,normal,ATLAS-3340
2019-05-24,ios,11574,77.62,684,1426,0.399,63,25,mobile regression,ATLAS-4722
2019-05-24,android,10019,77.39,693,1338,0.46,45,31,release day,ATLAS-1847
2019-05-24,mobile-web,11534,75.73,658,1300,0.089,15,19,campaign,ATLAS-4606
2019-05-24,partner-api,11168,76.14,717,1383,0.643,6,12,normal,ATLAS-5321
2019-05-24,store-kiosk,10605,75.5,750,1425,0.577,61,19,campaign,ATLAS-3403
2019-05-25,web,19580,77.04,737,1391,0.435,68,23,mobile regression,ATLAS-5332
2019-05-25,ios,10279,76.92,710,1333,0.01,14,8,payment provider watch,ATLAS-2430
2019-05-25,android,10067,75.25,748,1553,0.667,16,7,incident watch,ATLAS-4900
2019-05-25,mobile-web,11866,75.83,756,1499,1.09,54,15,release day,ATLAS-5754
2019-05-25,partner-api,10278,78.28,758,1414,0.518,49,23,normal,ATLAS-2375
2019-05-25,store-kiosk,10625,77.77,562,1197,0.574,1,21,payment provider watch,ATLAS-2151
2019-05-26,web,20107,75.68,700,1341,0.268,72,7,normal,ATLAS-2412
2019-05-26,ios,11049,78.29,664,1312,0.291,47,10,payment provider watch,ATLAS-5466
2019-05-26,android,10735,77.36,678,1292,0.551,15,20,incident watch,ATLAS-3595
2019-05-26,mobile-web,10012,76.12,758,1404,0.631,75,27,campaign,ATLAS-5493
2019-05-26,partner-api,11220,76.24,586,1249,0.985,45,25,normal,ATLAS-1324
2019-05-26,store-kiosk,10814,74.47,729,1482,0.25,48,4,release day,ATLAS-1814
2019-05-27,web,20099,76.55,711,1372,0.643,20,32,release day,ATLAS-2071
2019-05-27,ios,10577,75.62,558,1034,0.481,14,19,release day,ATLAS-5699
2019-05-27,android,10837,77.66,722,1347,0.183,63,18,normal,ATLAS-1605
2019-05-27,mobile-web,10025,78.07,605,1303,0.114,28,2,mobile regression,ATLAS-6131
2019-05-27,partner-api,9907,76.87,592,1227,0.092,8,14,campaign,ATLAS-1283
2019-05-27,store-kiosk,10910,78.49,630,1280,0.766,52,4,normal,ATLAS-5031
2019-05-28,web,17997,78.27,599,1169,0.4,64,25,normal,ATLAS-5107
2019-05-28,ios,10715,75.18,672,1289,0.145,49,2,campaign,ATLAS-4099
2019-05-28,android,9975,74.96,622,1272,0.527,3,23,release day,ATLAS-1738
2019-05-28,mobile-web,9940,77.05,589,1124,0.332,11,21,mobile regression,ATLAS-4446
2019-05-28,partner-api,11923,74.62,746,1376,0.544,2,8,mobile regression,ATLAS-4551
2019-05-28,store-kiosk,9726,77.29,612,1200,0.635,32,27,payment provider watch,ATLAS-2057
2019-05-29,web,16660,75.89,755,1544,0.124,0,8,release day,ATLAS-3954
2019-05-29,ios,9776,78.33,698,1454,0.559,11,15,mobile regression,ATLAS-5997
2019-05-29,android,10854,78.05,672,1241,1.005,35,31,release day,ATLAS-5347
2019-05-29,mobile-web,10539,76.05,636,1277,0.488,26,24,campaign,ATLAS-4616
2019-05-29,partner-api,11989,76.15,576,1160,0.354,55,23,release day,ATLAS-4004
2019-05-29,store-kiosk,10141,74.88,621,1230,0.552,17,21,mobile regression,ATLAS-3715
2019-05-30,web,20014,77.51,703,1403,0.895,72,22,mobile regression,ATLAS-4721
2019-05-30,ios,10797,76.8,600,1271,0.299,40,24,normal,ATLAS-1229
2019-05-30,android,11467,76.26,740,1542,0.01,55,29,release day,ATLAS-5801
2019-05-30,mobile-web,11432,75.97,580,1134,0.215,4,6,payment provider watch,ATLAS-2340
2019-05-30,partner-api,11713,76.25,635,1239,0.776,45,13,mobile regression,ATLAS-4469
2019-05-30,store-kiosk,10159,74.54,644,1215,0.314,25,25,campaign,ATLAS-4646
2019-05-31,web,17316,76.25,725,1523,0.325,35,30,release day,ATLAS-4300
2019-05-31,ios,10321,75.63,651,1239,0.091,51,24,release day,ATLAS-4434
2019-05-31,android,10969,76.24,676,1241,0.01,60,24,payment provider watch,ATLAS-3421
2019-05-31,mobile-web,11414,77.38,692,1461,0.391,38,31,payment provider watch,ATLAS-3645
2019-05-31,partner-api,10807,78.06,610,1149,0.212,44,2,normal,ATLAS-1652
2019-05-31,store-kiosk,10759,77.85,700,1326,1.039,71,11,incident watch,ATLAS-4125
2019-06-01,web,19442,77.51,686,1425,0.46,0,27,normal,ATLAS-5397
2019-06-01,ios,9848,76.01,673,1241,0.274,13,31,payment provider watch,ATLAS-3632
2019-06-01,android,10253,77.69,697,1335,0.874,42,32,normal,ATLAS-2787
2019-06-01,mobile-web,11715,76.0,730,1397,0.333,70,23,release day,ATLAS-1171
2019-06-01,partner-api,11826,74.64,706,1379,0.586,63,1,campaign,ATLAS-1735
2019-06-01,store-kiosk,11600,75.64,758,1445,0.01,73,11,payment provider watch,ATLAS-1815
2019-06-02,web,17516,74.88,590,1198,0.624,58,32,release day,ATLAS-3835
2019-06-02,ios,10049,75.38,651,1356,0.615,22,16,incident watch,ATLAS-2825
2019-06-02,android,11426,75.62,734,1494,0.123,57,24,mobile regression,ATLAS-4598
2019-06-02,mobile-web,11335,76.07,749,1444,0.563,18,2,normal,ATLAS-2249
2019-06-02,partner-api,11150,76.6,685,1303,0.415,28,18,mobile regression,ATLAS-5980
2019-06-02,store-kiosk,11903,75.76,667,1248,0.318,28,7,mobile regression,ATLAS-2185
2019-06-03,web,16971,76.13,635,1286,0.425,45,22,payment provider watch,ATLAS-4102
2019-06-03,ios,10379,77.07,626,1308,0.531,31,24,payment provider watch,ATLAS-4229
2019-06-03,android,10400,77.85,558,1079,0.291,75,16,release day,ATLAS-3107
