date,cluster,primary_service,storage_gb,connections,slow_queries,replication_lag_ms,cache_hit_pct,index_bloat_pct,lock_waits,failed_backups,status,notes,linked_jira
2019-10-18,checkout-db-primary,order-ledger,223.5,403,2,102.28,97.49,0,13,5,green,connection pool reviewed,ATLAS-3438
2019-10-18,orders-db-primary,search-recommendations,225.83,569,29,64.67,92.77,10.83,7,5,green,replica healthy,ATLAS-2657
2019-10-18,payments-ledger-primary,auth-gateway,190.29,290,7,61.17,90.98,16.05,12,1,green,replica healthy,ATLAS-1957
2019-10-18,cart-redis-cluster,checkout-api,70.5,628,7,1.38,96.77,4.19,9,6,green,migration window planned,ATLAS-2765
2019-10-18,kafka-ordering-cluster,tax-service,190.95,501,2,20.54,95.74,9.32,13,7,green,vacuum completed,ATLAS-5234
2019-10-18,warehouse-atlas,cart-service,1085.18,749,16,51.88,93.71,9.52,16,1,green,migration window planned,ATLAS-5049
2019-10-25,checkout-db-primary,cart-service,205.16,547,0,21.75,94.29,6.85,10,1,green,connection pool reviewed,ATLAS-1179
2019-10-25,orders-db-primary,checkout-api,198.84,443,37,13.55,95.25,7.89,8,3,green,vacuum completed,ATLAS-4288
2019-10-25,payments-ledger-primary,analytics-pipeline,191.92,271,7,13.05,97.16,2.03,3,2,green,connection pool reviewed,ATLAS-2756
2019-10-25,cart-redis-cluster,tax-service,79.25,759,0,22.12,95.08,4.86,10,6,green,index maintenance due,ATLAS-3048
2019-10-25,kafka-ordering-cluster,analytics-pipeline,196.99,293,46,62.26,96.43,6.42,13,3,green,connection pool reviewed,ATLAS-5141
2019-10-25,warehouse-atlas,payment-orchestrator,1069.06,83,35,49.23,93.74,8.61,16,0,green,migration window planned,ATLAS-3873
2019-11-01,checkout-db-primary,inventory-reservation,212.53,379,50,5.97,95.48,9.28,16,1,green,vacuum completed,ATLAS-1415
2019-11-01,orders-db-primary,cart-service,204.26,610,13,9.76,90.79,19.92,8,6,green,index maintenance due,ATLAS-1359
2019-11-01,payments-ledger-primary,cart-service,213.83,240,15,55.72,96.11,5.86,13,0,green,migration window planned,ATLAS-5399
2019-11-01,cart-redis-cluster,inventory-reservation,75.34,173,2,42.21,97.61,0,6,6,green,backup verified,ATLAS-2420
2019-11-01,kafka-ordering-cluster,inventory-reservation,216.78,207,37,25.9,92.94,13.75,13,5,green,migration window planned,ATLAS-2366
2019-11-01,warehouse-atlas,payment-orchestrator,988.6,529,10,54.43,94.24,7.58,11,1,green,backup verified,ATLAS-1960
2019-11-08,checkout-db-primary,search-recommendations,204.55,503,20,0,94.7,6.94,15,2,green,migration window planned,ATLAS-5864
2019-11-08,orders-db-primary,auth-gateway,202.32,330,5,24.95,95.91,4.75,3,1,green,replica healthy,ATLAS-2635
2019-11-08,payments-ledger-primary,loyalty-service,211.58,262,27,56.39,95.79,9.42,16,1,green,vacuum completed,ATLAS-1676
2019-11-08,cart-redis-cluster,search-recommendations,69.39,542,34,0,90.71,16.22,7,4,green,replica healthy,ATLAS-3596
2019-11-08,kafka-ordering-cluster,loyalty-service,228.02,359,5,29.72,93.66,8.97,1,6,green,replica healthy,ATLAS-2771
2019-11-08,warehouse-atlas,tax-service,1047.05,640,31,14.15,92.16,19.74,11,0,green,connection pool reviewed,ATLAS-4934
2019-11-15,checkout-db-primary,order-ledger,205.95,623,24,73.98,97.29,4.17,10,4,green,connection pool reviewed,ATLAS-5629
2019-11-15,orders-db-primary,inventory-reservation,205.88,109,16,0,91.47,17.11,16,7,green,index maintenance due,ATLAS-3480
2019-11-15,payments-ledger-primary,payment-orchestrator,222.37,685,16,11.94,93.97,6.68,16,5,green,index maintenance due,ATLAS-4478
2019-11-15,cart-redis-cluster,order-ledger,70.61,757,6,55.67,95.91,5.25,10,6,green,migration window planned,ATLAS-4103
2019-11-15,kafka-ordering-cluster,payment-orchestrator,214.64,178,33,60.36,92.93,14.34,5,5,green,migration window planned,ATLAS-4882
2019-11-15,warehouse-atlas,tax-service,1142.58,691,31,89.66,93.19,14.24,2,4,green,migration window planned,ATLAS-5344
2019-11-22,checkout-db-primary,order-ledger,221.89,237,44,7.94,94.92,7.3,4,1,green,connection pool reviewed,ATLAS-1953
2019-11-22,orders-db-primary,auth-gateway,225.51,235,57,19.71,92.56,10.72,5,5,green,connection pool reviewed,ATLAS-4432
2019-11-22,payments-ledger-primary,analytics-pipeline,229.12,139,26,14.08,96.99,4.32,0,0,green,migration window planned,ATLAS-5579
2019-11-22,cart-redis-cluster,order-ledger,74.68,557,18,57.22,93.92,9.76,4,7,green,vacuum completed,ATLAS-1998
2019-11-22,kafka-ordering-cluster,auth-gateway,204.81,509,22,76.56,93.37,13.78,13,1,green,vacuum completed,ATLAS-4024
2019-11-22,warehouse-atlas,search-recommendations,984.47,775,20,28.28,94.13,6.8,12,1,green,vacuum completed,ATLAS-6022
2019-11-29,checkout-db-primary,notification-service,223.14,372,21,105.6,92.32,12.79,8,2,green,migration window planned,ATLAS-1274
2019-11-29,orders-db-primary,inventory-reservation,210.14,717,38,35.04,93.58,10.03,12,1,green,replica healthy,ATLAS-2761
2019-11-29,payments-ledger-primary,search-recommendations,208.26,244,15,20.48,96.2,2.88,15,2,green,index maintenance due,ATLAS-5525
2019-11-29,cart-redis-cluster,pricing-engine,79.02,535,17,0,93.43,11.01,15,6,green,vacuum completed,ATLAS-2701
2019-11-29,kafka-ordering-cluster,auth-gateway,190.86,524,31,47.97,93.5,16.5,7,3,green,backup verified,ATLAS-4675
2019-11-29,warehouse-atlas,notification-service,976.33,153,22,55.43,95.42,6.34,3,5,green,backup verified,ATLAS-3466
2019-12-06,checkout-db-primary,checkout-api,209.54,415,40,0,93.77,15.53,10,7,green,migration window planned,ATLAS-2763
2019-12-06,orders-db-primary,tax-service,190.2,298,32,60.11,94.93,10.89,3,0,green,vacuum completed,ATLAS-6113
2019-12-06,payments-ledger-primary,cart-service,207.08,615,23,74.43,92.05,14.4,5,4,green,vacuum completed,ATLAS-1390
2019-12-06,cart-redis-cluster,order-ledger,80.48,330,12,0,94.16,5.86,12,3,green,backup verified,ATLAS-4522
2019-12-06,kafka-ordering-cluster,payment-orchestrator,224.36,674,23,67.2,96.14,3.47,3,6,green,replica healthy,ATLAS-6034
2019-12-06,warehouse-atlas,tax-service,1137.92,609,15,34.74,92.52,13.73,8,3,green,migration window planned,ATLAS-2994
2019-12-13,checkout-db-primary,search-recommendations,212.67,600,40,13.62,97.99,0.73,12,7,green,backup verified,ATLAS-1089
2019-12-13,orders-db-primary,payment-orchestrator,216.06,277,25,5.85,94.47,10.53,3,6,green,index maintenance due,ATLAS-4459
2019-12-13,payments-ledger-primary,cart-service,208.01,328,2,14.31,94.35,5.55,4,4,green,vacuum completed,ATLAS-5822
2019-12-13,cart-redis-cluster,analytics-pipeline,71.3,752,28,84.4,93.67,8.09,0,6,green,replica healthy,ATLAS-5727
2019-12-13,kafka-ordering-cluster,inventory-reservation,220.33,203,12,0,94.36,5.03,0,2,green,migration window planned,ATLAS-4844
2019-12-13,warehouse-atlas,checkout-api,1024.46,488,26,22.24,90.1,19.84,3,7,green,backup verified,ATLAS-2748
2019-12-20,checkout-db-primary,analytics-pipeline,191.02,217,42,34.49,94.28,7.61,9,3,green,vacuum completed,ATLAS-3102
2019-12-20,orders-db-primary,cart-service,203.3,99,23,1.34,95.01,3.63,11,2,green,index maintenance due,ATLAS-4536
2019-12-20,payments-ledger-primary,order-ledger,224.78,656,26,68.27,95.29,8.49,0,3,green,index maintenance due,ATLAS-1557
2019-12-20,cart-redis-cluster,search-recommendations,76.21,156,9,21.58,90.54,21.6,12,1,green,migration window planned,ATLAS-4175
2019-12-20,kafka-ordering-cluster,inventory-reservation,205.54,583,18,37.85,95.64,6.59,11,2,green,backup verified,ATLAS-4485
2019-12-20,warehouse-atlas,loyalty-service,1038.29,737,36,39.92,97.06,0,10,6,green,index maintenance due,ATLAS-5211
2019-12-27,checkout-db-primary,search-recommendations,207.89,443,19,25.5,94.33,8.07,10,4,green,migration window planned,ATLAS-4695
2019-12-27,orders-db-primary,cart-service,192.44,426,7,0,96.02,4.4,1,5,green,connection pool reviewed,ATLAS-3833
2019-12-27,payments-ledger-primary,pricing-engine,194.42,351,25,32.97,93.72,13.6,0,6,green,migration window planned,ATLAS-1112
2019-12-27,cart-redis-cluster,checkout-api,79.4,441,15,34.24,93.16,12.99,4,0,green,backup verified,ATLAS-1357
2019-12-27,kafka-ordering-cluster,cart-service,192.89,202,11,13.54,94.35,10.21,5,5,green,index maintenance due,ATLAS-4149
2019-12-27,warehouse-atlas,payment-orchestrator,1045.13,370,29,0,92.7,11.82,15,4,green,vacuum completed,ATLAS-1563
2020-01-03,checkout-db-primary,order-ledger,276.75,164,8,56.88,94.28,10.92,4,6,green,migration window planned,ATLAS-2974
2020-01-03,orders-db-primary,order-ledger,304.64,728,22,50.62,95.15,11.54,0,4,green,backup verified,ATLAS-3716
2020-01-03,payments-ledger-primary,inventory-reservation,307.25,567,29,49.07,95.4,9.89,12,7,green,migration window planned,ATLAS-1057
2020-01-03,cart-redis-cluster,notification-service,101.76,403,16,0,95.8,6.72,10,0,green,migration window planned,ATLAS-3288
2020-01-03,kafka-ordering-cluster,pricing-engine,295.87,356,11,24.78,96.5,6.52,6,1,green,connection pool reviewed,ATLAS-3744
2020-01-03,warehouse-atlas,cart-service,1496.3,623,9,38.12,90.38,21.41,15,2,green,backup verified,ATLAS-2475
2020-01-10,checkout-db-primary,checkout-api,271.33,422,16,36.03,88.95,22.77,15,6,green,index maintenance due,ATLAS-2862
2020-01-10,orders-db-primary,tax-service,291.48,769,23,27.87,93.21,9.36,1,3,green,index maintenance due,ATLAS-4991
2020-01-10,payments-ledger-primary,order-ledger,272.26,412,30,21.4,93.95,11.74,3,7,green,index maintenance due,ATLAS-5773
2020-01-10,cart-redis-cluster,payment-orchestrator,98.54,512,39,104.3,94.52,5.73,8,3,green,replica healthy,ATLAS-2881
2020-01-10,kafka-ordering-cluster,tax-service,289.19,318,40,44.02,96.16,7.19,14,2,green,migration window planned,ATLAS-1682
2020-01-10,warehouse-atlas,cart-service,1542.26,400,50,67.49,92.94,10.75,5,4,green,replica healthy,ATLAS-2496
2020-01-17,checkout-db-primary,search-recommendations,299.68,356,3,0,95.32,2.32,11,7,green,vacuum completed,ATLAS-4832
2020-01-17,orders-db-primary,checkout-api,309.28,230,38,20.57,94.02,8.01,3,2,green,index maintenance due,ATLAS-2667
2020-01-17,payments-ledger-primary,search-recommendations,283.25,239,27,68.15,96.6,6.46,9,6,green,replica healthy,ATLAS-1524
2020-01-17,cart-redis-cluster,checkout-api,107.43,260,11,57.1,94.37,9.65,13,4,green,replica healthy,ATLAS-2494
2020-01-17,kafka-ordering-cluster,payment-orchestrator,300.82,155,36,37.38,92.28,11.56,16,1,green,replica healthy,ATLAS-5730
2020-01-17,warehouse-atlas,loyalty-service,1463.45,94,20,61.09,95.69,8.2,16,3,green,backup verified,ATLAS-1722
2020-01-24,checkout-db-primary,checkout-api,295.96,223,37,83.15,94.4,7.12,10,3,green,migration window planned,ATLAS-3914
2020-01-24,orders-db-primary,notification-service,273.84,110,26,37.9,94.02,8.06,11,1,green,backup verified,ATLAS-5368
2020-01-24,payments-ledger-primary,search-recommendations,283.4,180,53,0,92.86,14.55,1,3,green,connection pool reviewed,ATLAS-4839
2020-01-24,cart-redis-cluster,notification-service,100.37,543,14,26.62,95.73,7.55,1,4,green,backup verified,ATLAS-2849
2020-01-24,kafka-ordering-cluster,cart-service,301.04,648,8,64.23,89.43,24.01,6,0,green,backup verified,ATLAS-4462
2020-01-24,warehouse-atlas,checkout-api,1480.74,484,25,57.1,91.1,16.51,15,6,green,backup verified,ATLAS-1935
2020-01-31,checkout-db-primary,cart-service,271.81,575,32,80.96,93.68,8.63,4,0,green,replica healthy,ATLAS-4753
2020-01-31,orders-db-primary,order-ledger,273.39,229,16,0,95.37,3.41,5,2,green,replica healthy,ATLAS-2335
2020-01-31,payments-ledger-primary,notification-service,306.29,494,14,14.38,93.94,6.53,8,3,green,migration window planned,ATLAS-4842
2020-01-31,cart-redis-cluster,pricing-engine,94.77,311,22,4.47,97.14,2.83,15,5,green,migration window planned,ATLAS-3505
2020-01-31,kafka-ordering-cluster,notification-service,303.01,526,7,96.82,95.38,9.11,6,1,green,connection pool reviewed,ATLAS-2819
2020-01-31,warehouse-atlas,cart-service,1510.24,660,1,42.39,96.46,5.68,5,6,green,index maintenance due,ATLAS-1347
2020-02-07,checkout-db-primary,pricing-engine,303.77,730,27,22.91,92.48,13.92,7,6,green,index maintenance due,ATLAS-3132
2020-02-07,orders-db-primary,search-recommendations,285.11,273,31,0,95.69,7.76,1,2,green,replica healthy,ATLAS-5722
2020-02-07,payments-ledger-primary,search-recommendations,280.28,192,11,27.68,93.55,9.21,8,4,green,backup verified,ATLAS-1333
2020-02-07,cart-redis-cluster,notification-service,103.77,122,34,19.26,95.2,8.05,11,5,green,replica healthy,ATLAS-5012
2020-02-07,kafka-ordering-cluster,search-recommendations,271.67,364,26,3.62,92.22,12.89,9,6,green,connection pool reviewed,ATLAS-3419
2020-02-07,warehouse-atlas,loyalty-service,1509.39,689,19,47.63,93.02,15.87,12,5,green,backup verified,ATLAS-2543
2020-02-14,checkout-db-primary,order-ledger,302.83,232,38,63.48,92.87,17.67,3,3,green,vacuum completed,ATLAS-4072
2020-02-14,orders-db-primary,search-recommendations,277.87,662,20,65.2,92.25,15.86,0,2,green,migration window planned,ATLAS-2540
2020-02-14,payments-ledger-primary,inventory-reservation,270.46,511,27,36.08,88.73,29.09,12,7,amber,index maintenance due,ATLAS-3144
2020-02-14,cart-redis-cluster,checkout-api,105.72,382,20,39.25,93.27,14.7,16,1,green,vacuum completed,ATLAS-4564
2020-02-14,kafka-ordering-cluster,notification-service,294.76,100,13,43.9,92.87,10.52,14,1,green,backup verified,ATLAS-5941
2020-02-14,warehouse-atlas,loyalty-service,1444.64,299,30,24.82,93.2,9.76,16,0,green,vacuum completed,ATLAS-4248
2020-02-21,checkout-db-primary,search-recommendations,300.11,668,30,0,94.41,12.97,11,3,green,migration window planned,ATLAS-4804
2020-02-21,orders-db-primary,loyalty-service,302.22,297,27,0,94.66,8.09,2,7,green,index maintenance due,ATLAS-4520
2020-02-21,payments-ledger-primary,inventory-reservation,287.86,165,39,1.65,95.55,9.25,9,6,green,vacuum completed,ATLAS-2664
2020-02-21,cart-redis-cluster,checkout-api,100.44,460,23,94.46,95.03,9.54,14,5,green,vacuum completed,ATLAS-5005
2020-02-21,kafka-ordering-cluster,checkout-api,273.25,779,34,62.06,91.86,12.98,2,2,green,connection pool reviewed,ATLAS-4778
2020-02-21,warehouse-atlas,auth-gateway,1543.2,699,29,72.25,92.14,13.4,16,2,green,connection pool reviewed,ATLAS-5298
2020-02-28,checkout-db-primary,notification-service,279.58,249,20,35.77,93.38,10.89,8,4,green,connection pool reviewed,ATLAS-2613
2020-02-28,orders-db-primary,search-recommendations,278.84,283,29,87.04,93.73,14.28,10,2,green,backup verified,ATLAS-1322
2020-02-28,payments-ledger-primary,tax-service,306.97,705,33,107.25,94.26,7.45,14,6,green,vacuum completed,ATLAS-2753
2020-02-28,cart-redis-cluster,analytics-pipeline,96.1,312,27,0,95.12,7.34,15,5,green,replica healthy,ATLAS-2678
2020-02-28,kafka-ordering-cluster,analytics-pipeline,294.85,500,8,0,93.49,7.93,16,0,green,backup verified,ATLAS-1413
2020-02-28,warehouse-atlas,analytics-pipeline,1459.94,410,27,13.74,94.44,12.32,16,1,green,connection pool reviewed,ATLAS-5161
2020-03-06,checkout-db-primary,tax-service,296.46,273,31,30.5,93.27,8.58,2,5,green,migration window planned,ATLAS-5119
2020-03-06,orders-db-primary,payment-orchestrator,287.43,274,39,0,95.99,6.65,10,4,green,connection pool reviewed,ATLAS-4709
2020-03-06,payments-ledger-primary,analytics-pipeline,281.39,360,27,0,95.4,8.63,3,6,green,vacuum completed,ATLAS-4617
2020-03-06,cart-redis-cluster,tax-service,105.45,195,23,99.35,91.8,13.16,6,7,green,vacuum completed,ATLAS-5439
2020-03-06,kafka-ordering-cluster,inventory-reservation,291.55,723,10,52.8,93.75,11.65,15,0,green,connection pool reviewed,ATLAS-5261
2020-03-06,warehouse-atlas,checkout-api,1391.08,633,37,47.58,94.7,6.78,16,4,green,index maintenance due,ATLAS-2920
2020-03-13,checkout-db-primary,pricing-engine,298.72,358,22,46.41,93.79,12.22,14,5,green,replica healthy,ATLAS-3289
2020-03-13,orders-db-primary,order-ledger,278.92,204,22,25.44,94.77,7.74,7,5,green,migration window planned,ATLAS-1089
2020-03-13,payments-ledger-primary,search-recommendations,293.23,180,20,42.12,92.68,11.59,10,5,green,backup verified,ATLAS-5743
2020-03-13,cart-redis-cluster,tax-service,107.87,645,2,75.61,91.62,16.17,16,1,green,index maintenance due,ATLAS-4777
2020-03-13,kafka-ordering-cluster,cart-service,287.14,187,12,68.03,90.97,17.69,5,1,green,index maintenance due,ATLAS-1357
2020-03-13,warehouse-atlas,tax-service,1449.37,389,23,27.77,94.3,12.61,5,6,green,backup verified,ATLAS-4540
2020-03-20,checkout-db-primary,auth-gateway,300.01,319,51,47.49,96.86,4.02,8,2,green,vacuum completed,ATLAS-2763
2020-03-20,orders-db-primary,pricing-engine,306.89,635,24,32.28,97.71,1.58,2,2,green,vacuum completed,ATLAS-2308
2020-03-20,payments-ledger-primary,inventory-reservation,303.63,212,22,29.65,92.46,11.11,5,3,green,replica healthy,ATLAS-4839
2020-03-20,cart-redis-cluster,tax-service,98.54,365,29,23.39,96.49,4.84,2,1,green,migration window planned,ATLAS-1886
2020-03-20,kafka-ordering-cluster,search-recommendations,307.87,395,32,20.46,91.58,13.82,16,3,green,backup verified,ATLAS-5859
2020-03-20,warehouse-atlas,tax-service,1375.13,594,32,47.05,96.47,3.99,10,6,green,migration window planned,ATLAS-5683
2020-03-27,checkout-db-primary,notification-service,295.53,222,36,36.06,92.79,14.36,13,1,green,replica healthy,ATLAS-3758
2020-03-27,orders-db-primary,auth-gateway,301.13,377,31,7.9,89.59,19.32,2,5,green,vacuum completed,ATLAS-4241
2020-03-27,payments-ledger-primary,pricing-engine,297.4,513,21,0,95.05,5.8,8,1,green,replica healthy,ATLAS-3788
2020-03-27,cart-redis-cluster,search-recommendations,108.2,139,25,11.58,93.85,7.8,0,2,green,replica healthy,ATLAS-3432
2020-03-27,kafka-ordering-cluster,auth-gateway,273.48,188,47,0,92.8,12.15,3,3,green,migration window planned,ATLAS-2101
2020-03-27,warehouse-atlas,inventory-reservation,1387.77,189,27,77.84,96.65,2.72,8,0,green,backup verified,ATLAS-2185
2020-04-03,checkout-db-primary,payment-orchestrator,284.89,396,16,16.04,95.75,4.54,0,7,green,connection pool reviewed,ATLAS-2323
2020-04-03,orders-db-primary,loyalty-service,308.49,519,34,33.28,94.65,11.16,3,6,green,index maintenance due,ATLAS-2139
2020-04-03,payments-ledger-primary,loyalty-service,272.99,275,28,72.84,92.04,13.15,6,7,green,backup verified,ATLAS-3594
2020-04-03,cart-redis-cluster,tax-service,107.04,499,21,7.33,96.09,5.43,6,1,green,backup verified,ATLAS-4638
2020-04-03,kafka-ordering-cluster,cart-service,295.35,353,10,10.53,93.9,9.98,6,7,green,migration window planned,ATLAS-1603
2020-04-03,warehouse-atlas,notification-service,1498.63,318,48,35.1,90.09,20.29,2,6,green,connection pool reviewed,ATLAS-4892
2020-04-10,checkout-db-primary,checkout-api,302.33,626,29,0,95.17,9.87,1,3,green,connection pool reviewed,ATLAS-2473
2020-04-10,orders-db-primary,cart-service,300.53,232,27,42.09,95.45,8.09,2,2,green,vacuum completed,ATLAS-5677
2020-04-10,payments-ledger-primary,auth-gateway,309.43,311,19,25.31,94.11,13.62,16,1,green,vacuum completed,ATLAS-4754
2020-04-10,cart-redis-cluster,notification-service,107.56,308,0,76.08,91.62,15.7,13,2,green,backup verified,ATLAS-4264
2020-04-10,kafka-ordering-cluster,pricing-engine,286.97,390,28,33.39,91.14,16.57,4,6,green,replica healthy,ATLAS-1877
2020-04-10,warehouse-atlas,analytics-pipeline,1459.27,706,29,20.22,93.83,13.91,9,3,green,replica healthy,ATLAS-5822
2020-04-17,checkout-db-primary,pricing-engine,282.99,486,31,71.63,93.17,14.54,1,1,green,index maintenance due,ATLAS-5910
2020-04-17,orders-db-primary,pricing-engine,282.1,417,11,22.71,94.65,7.54,0,5,green,connection pool reviewed,ATLAS-2016
2020-04-17,payments-ledger-primary,payment-orchestrator,271.91,101,26,39.84,99.0,0,7,0,green,migration window planned,ATLAS-4510
2020-04-17,cart-redis-cluster,checkout-api,97.0,181,21,58.81,95.85,6.65,3,0,green,backup verified,ATLAS-4047
2020-04-17,kafka-ordering-cluster,pricing-engine,299.43,262,18,14.75,95.7,2.88,12,0,green,connection pool reviewed,ATLAS-4401
2020-04-17,warehouse-atlas,analytics-pipeline,1547.86,478,39,0,92.19,11.69,12,5,green,vacuum completed,ATLAS-2424
2020-04-24,checkout-db-primary,order-ledger,288.34,256,36,82.0,93.05,13.45,1,7,green,replica healthy,ATLAS-3490
2020-04-24,orders-db-primary,analytics-pipeline,274.41,185,51,0,91.7,14.46,12,4,green,vacuum completed,ATLAS-1798
2020-04-24,payments-ledger-primary,inventory-reservation,304.19,763,40,74.76,93.59,14.07,7,1,green,vacuum completed,ATLAS-1350
2020-04-24,cart-redis-cluster,order-ledger,97.22,351,22,61.47,94.83,6.1,7,0,green,backup verified,ATLAS-1767
2020-04-24,kafka-ordering-cluster,order-ledger,291.81,476,0,58.27,96.77,4.65,0,6,green,replica healthy,ATLAS-1275
2020-04-24,warehouse-atlas,notification-service,1541.93,233,43,25.35,98.29,0.92,15,1,green,replica healthy,ATLAS-2551
2020-05-01,checkout-db-primary,inventory-reservation,291.73,82,35,0,94.73,11.69,13,0,green,replica healthy,ATLAS-5300
2020-05-01,orders-db-primary,order-ledger,295.25,463,4,11.02,91.36,15.24,13,0,green,connection pool reviewed,ATLAS-3653
2020-05-01,payments-ledger-primary,analytics-pipeline,300.85,681,24,15.43,94.68,6.22,3,5,green,replica healthy,ATLAS-5321
2020-05-01,cart-redis-cluster,checkout-api,97.4,496,2,20.68,92.66,14.84,6,5,green,backup verified,ATLAS-3802
2020-05-01,kafka-ordering-cluster,inventory-reservation,301.31,232,42,23.12,97.86,3.21,4,6,green,connection pool reviewed,ATLAS-5927
2020-05-01,warehouse-atlas,pricing-engine,1411.86,650,31,18.66,93.48,11.15,3,0,green,migration window planned,ATLAS-2269
2020-05-08,checkout-db-primary,payment-orchestrator,286.55,194,35,59.84,95.24,11.09,3,6,green,vacuum completed,ATLAS-4288
2020-05-08,orders-db-primary,order-ledger,298.0,600,19,11.87,93.26,12.69,0,3,green,migration window planned,ATLAS-5416
2020-05-08,payments-ledger-primary,cart-service,299.55,505,19,22.96,94.16,11.62,0,6,green,index maintenance due,ATLAS-5804
2020-05-08,cart-redis-cluster,loyalty-service,98.26,479,16,48.37,94.28,13.27,6,3,green,backup verified,ATLAS-4390
2020-05-08,kafka-ordering-cluster,auth-gateway,305.06,468,20,41.9,92.56,16.71,7,4,green,connection pool reviewed,ATLAS-3863
2020-05-08,warehouse-atlas,loyalty-service,1392.08,752,25,54.39,97.89,1.22,5,7,green,migration window planned,ATLAS-4983
2020-05-15,checkout-db-primary,pricing-engine,280.19,488,20,21.61,97.35,2.08,5,5,green,index maintenance due,ATLAS-5620
2020-05-15,orders-db-primary,checkout-api,306.19,169,36,86.43,96.75,6.72,4,2,green,vacuum completed,ATLAS-1882
2020-05-15,payments-ledger-primary,notification-service,304.22,193,19,0,88.52,22.49,2,5,green,migration window planned,ATLAS-6061
2020-05-15,cart-redis-cluster,notification-service,98.48,602,43,37.53,97.23,4.03,16,7,green,replica healthy,ATLAS-3882
2020-05-15,kafka-ordering-cluster,loyalty-service,308.81,746,20,0,89.29,22.27,7,2,green,index maintenance due,ATLAS-1686
2020-05-15,warehouse-atlas,loyalty-service,1491.38,618,49,63.89,91.32,20.65,7,1,green,index maintenance due,ATLAS-1647
2020-05-22,checkout-db-primary,order-ledger,307.86,249,24,0,93.86,12.87,15,5,green,connection pool reviewed,ATLAS-2171
2020-05-22,orders-db-primary,search-recommendations,301.86,178,16,39.24,95.06,5.87,2,5,green,index maintenance due,ATLAS-1714
2020-05-22,payments-ledger-primary,order-ledger,298.43,246,48,35.89,92.49,12.01,14,7,green,migration window planned,ATLAS-2672
2020-05-22,cart-redis-cluster,order-ledger,103.86,522,21,86.55,90.05,18.8,5,5,green,migration window planned,ATLAS-4985
2020-05-22,kafka-ordering-cluster,tax-service,274.57,192,27,45.52,89.13,22.09,5,5,green,vacuum completed,ATLAS-2350
2020-05-22,warehouse-atlas,checkout-api,1433.45,316,43,0.26,92.9,9.61,2,7,green,index maintenance due,ATLAS-5924
2020-05-29,checkout-db-primary,tax-service,308.26,774,10,30.24,95.71,7.91,12,3,green,index maintenance due,ATLAS-3400
2020-05-29,orders-db-primary,tax-service,277.34,575,0,23.15,93.73,10.92,12,4,green,replica healthy,ATLAS-2206
2020-05-29,payments-ledger-primary,tax-service,305.11,265,35,13.77,95.02,3.4,12,7,green,connection pool reviewed,ATLAS-4609
2020-05-29,cart-redis-cluster,analytics-pipeline,106.38,113,9,69.52,93.76,9.7,13,4,green,connection pool reviewed,ATLAS-6187
2020-05-29,kafka-ordering-cluster,inventory-reservation,296.96,762,21,63.71,93.86,10.83,1,5,green,replica healthy,ATLAS-1304
2020-05-29,warehouse-atlas,tax-service,1549.59,765,48,90.86,92.78,11.41,9,6,green,index maintenance due,ATLAS-3027
2020-06-05,checkout-db-primary,loyalty-service,280.64,691,42,60.57,90.78,15.81,5,1,green,migration window planned,ATLAS-1608
2020-06-05,orders-db-primary,inventory-reservation,284.39,93,45,40.04,94.67,4.85,8,6,green,vacuum completed,ATLAS-5699
2020-06-05,payments-ledger-primary,pricing-engine,297.22,537,42,1.02,95.67,7.51,9,3,green,index maintenance due,ATLAS-5163
2020-06-05,cart-redis-cluster,pricing-engine,106.8,548,35,60.09,92.39,19.3,5,4,green,replica healthy,ATLAS-3933
2020-06-05,kafka-ordering-cluster,order-ledger,300.02,427,19,29.33,92.83,17.57,11,4,green,migration window planned,ATLAS-3270
2020-06-05,warehouse-atlas,tax-service,1508.83,465,48,0,91.97,12.66,12,6,green,vacuum completed,ATLAS-3910
2020-06-12,checkout-db-primary,auth-gateway,307.99,587,45,19.8,93.55,8.91,2,3,green,backup verified,ATLAS-1984
2020-06-12,orders-db-primary,tax-service,294.71,177,32,89.46,95.69,5.05,14,6,green,migration window planned,ATLAS-1454
2020-06-12,payments-ledger-primary,inventory-reservation,276.51,364,33,0,93.51,11.4,2,7,green,migration window planned,ATLAS-3622
2020-06-12,cart-redis-cluster,checkout-api,108.38,623,27,0,93.07,13.8,8,6,green,migration window planned,ATLAS-3362
2020-06-12,kafka-ordering-cluster,checkout-api,300.67,531,29,73.78,94.54,8.27,7,6,green,replica healthy,ATLAS-6001
2020-06-12,warehouse-atlas,inventory-reservation,1401.19,263,26,15.54,93.21,12.33,5,3,green,migration window planned,ATLAS-2244
2020-06-19,checkout-db-primary,notification-service,301.03,256,24,90.3,93.66,7.11,8,0,green,migration window planned,ATLAS-5624
2020-06-19,orders-db-primary,loyalty-service,307.87,411,32,39.45,98.36,0.02,11,4,green,replica healthy,ATLAS-5334
2020-06-19,payments-ledger-primary,loyalty-service,291.49,425,20,53.01,91.06,16.56,0,4,green,migration window planned,ATLAS-4600
2020-06-19,cart-redis-cluster,cart-service,107.17,271,25,53.01,87.27,29.46,5,4,amber,replica healthy,ATLAS-4854
2020-06-19,kafka-ordering-cluster,order-ledger,281.74,665,30,2.83,93.29,8.74,11,2,green,connection pool reviewed,ATLAS-2045
