trace_id,jira_key,pr_id,incident_id,release_id,service,evidence_type,source_system,traceability_note
TRACE-00359,ATLAS-3763,PR-6417,,REL-2025.4.16,search-recommendations,business_requirement,github,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00360,ATLAS-5776,PR-7895,,REL-2025.07,pricing-engine,deployment,confluence,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00361,ATLAS-1615,PR-11364,,REL-2025.4.2,payment-orchestrator,db_health,confluence,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00362,ATLAS-1806,PR-10072,PD-2228,REL-2021.3.6,cart-service,business_requirement,teams,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00363,ATLAS-4162,PR-7665,PD-2050,REL-2018.4.1,order-ledger,business_requirement,support,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00364,ATLAS-6177,PR-5078,,REL-2024.1.8,inventory-reservation,business_requirement,grafana,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00365,ATLAS-2983,PR-5202,,REL-2019.4.6,loyalty-service,runbook,support,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00366,ATLAS-3826,PR-9941,PD-2814,REL-2019.10,tax-service,support_case,support,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00367,ATLAS-6062,PR-5846,PD-2792,REL-2024.2.0,tax-service,db_health,grafana,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00368,ATLAS-4514,PR-9132,,REL-2018.3.7,search-recommendations,runbook,github,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00369,ATLAS-5894,PR-7661,PD-2622,REL-2020.3.0,cart-service,business_requirement,pagerduty,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00370,ATLAS-4242,PR-10065,,REL-2026.02,pricing-engine,decision,grafana,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00371,ATLAS-4095,PR-7738,,REL-2024.02,pricing-engine,risk,database,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00372,ATLAS-3869,PR-11053,,REL-2023.2.2,auth-gateway,runbook,jira,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00373,ATLAS-4928,PR-9560,PD-2734,REL-2023.10,payment-orchestrator,runbook,grafana,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00374,ATLAS-1046,PR-5500,PD-2311,REL-2023.1.18,analytics-pipeline,metric,pagerduty,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00375,ATLAS-6094,PR-7104,PD-2711,REL-2025.2.3,auth-gateway,risk,pagerduty,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00376,ATLAS-5965,PR-12545,PD-2453,REL-2021.3.1,tax-service,decision,grafana,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00377,ATLAS-4307,PR-7005,PD-2334,REL-2026.04,inventory-reservation,business_requirement,github,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00378,ATLAS-5427,PR-8446,,REL-2022.12,order-ledger,risk,database,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00379,ATLAS-2249,PR-6476,,REL-2021.02,search-recommendations,risk,email,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00380,ATLAS-1938,PR-8957,,REL-2024.3.11,analytics-pipeline,metric,database,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00381,ATLAS-4842,PR-5044,PD-2737,REL-2020.1.4,cart-service,decision,confluence,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00382,ATLAS-1546,PR-5366,,REL-2026.2.6,loyalty-service,business_requirement,teams,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00383,ATLAS-5193,PR-8246,,REL-2021.1.15,cart-service,decision,grafana,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00384,ATLAS-1661,PR-7963,,REL-2019.2.2,inventory-reservation,business_requirement,teams,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00385,ATLAS-2460,PR-5449,,REL-2024.02,order-ledger,metric,email,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00386,ATLAS-5437,PR-7939,PD-2305,REL-2024.4.13,auth-gateway,runbook,email,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00387,ATLAS-5319,PR-8010,PD-2470,REL-2022.2.7,loyalty-service,db_health,jira,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00388,ATLAS-3731,PR-8755,,REL-2019.3.5,order-ledger,metric,confluence,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00389,ATLAS-1890,PR-8575,,REL-2019.2.11,auth-gateway,metric,grafana,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00390,ATLAS-3413,PR-5389,PD-2590,REL-2019.4.3,tax-service,decision,confluence,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00391,ATLAS-4767,PR-6236,,REL-2019.1.19,order-ledger,deployment,grafana,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00392,ATLAS-3248,PR-6229,,REL-2024.2.0,order-ledger,db_health,jira,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00393,ATLAS-6131,PR-7650,PD-2660,REL-2019.1.17,cart-service,support_case,github,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00394,ATLAS-1096,PR-5490,PD-2876,REL-2023.2.9,search-recommendations,business_requirement,github,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00395,ATLAS-6112,PR-5540,PD-2735,REL-2021.1.16,notification-service,business_requirement,pagerduty,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00396,ATLAS-5582,PR-11576,,REL-2020.05,auth-gateway,business_requirement,grafana,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00397,ATLAS-5418,PR-10008,,REL-2022.07,payment-orchestrator,runbook,github,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00398,ATLAS-4118,PR-12035,,REL-2018.06,cart-service,decision,grafana,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00399,ATLAS-2377,PR-7112,,REL-2018.09,auth-gateway,decision,jira,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00400,ATLAS-3991,PR-8953,PD-2632,REL-2025.10,payment-orchestrator,decision,confluence,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00401,ATLAS-4779,PR-8713,PD-2064,REL-2023.2.2,payment-orchestrator,metric,support,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00402,ATLAS-5731,PR-7423,,REL-2023.3.12,order-ledger,metric,github,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00403,ATLAS-3532,PR-10963,PD-2796,REL-2019.1.19,payment-orchestrator,support_case,email,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00404,ATLAS-3991,PR-6940,,REL-2023.3.7,checkout-api,risk,teams,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00405,ATLAS-4981,PR-8419,,REL-2024.11,inventory-reservation,deployment,grafana,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00406,ATLAS-6047,PR-5632,PD-2290,REL-2022.03,notification-service,deployment,database,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00407,ATLAS-2286,PR-7376,PD-2712,REL-2018.2.3,loyalty-service,risk,support,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00408,ATLAS-5155,PR-6821,PD-2864,REL-2023.09,cart-service,decision,teams,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00409,ATLAS-6065,PR-6387,,REL-2022.2.6,auth-gateway,db_health,confluence,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00410,ATLAS-3248,PR-9234,,REL-2024.3.17,cart-service,business_requirement,github,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00411,ATLAS-5392,PR-7633,,REL-2023.1.5,auth-gateway,db_health,teams,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00412,ATLAS-2816,PR-9249,PD-2767,REL-2023.08,auth-gateway,metric,pagerduty,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00413,ATLAS-1284,PR-9540,,REL-2020.3.5,auth-gateway,risk,github,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00414,ATLAS-4387,PR-8384,,REL-2021.3.10,analytics-pipeline,risk,grafana,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00415,ATLAS-2468,PR-9303,,REL-2018.12,order-ledger,db_health,confluence,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00416,ATLAS-1430,PR-10626,PD-2176,REL-2025.4.2,pricing-engine,business_requirement,email,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00417,ATLAS-3597,PR-11139,,REL-2023.07,auth-gateway,deployment,database,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00418,ATLAS-1035,PR-9492,PD-2793,REL-2018.4.18,checkout-api,runbook,grafana,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00419,ATLAS-6087,PR-7651,PD-2397,REL-2020.4.1,cart-service,runbook,support,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00420,ATLAS-5283,PR-7520,PD-2559,REL-2018.10,cart-service,business_requirement,grafana,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00421,ATLAS-6190,PR-6141,,REL-2024.1.9,auth-gateway,decision,pagerduty,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00422,ATLAS-2154,PR-5264,PD-2683,REL-2022.2.19,pricing-engine,business_requirement,grafana,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00423,ATLAS-5535,PR-6910,PD-2029,REL-2023.2.4,payment-orchestrator,support_case,jira,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00424,ATLAS-2708,PR-6099,,REL-2019.2.2,search-recommendations,risk,pagerduty,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00425,ATLAS-1671,PR-5065,,REL-2023.2.2,inventory-reservation,support_case,email,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00426,ATLAS-6131,PR-6711,PD-2284,REL-2021.06,cart-service,decision,email,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00427,ATLAS-3531,PR-6976,,REL-2024.2.10,inventory-reservation,metric,jira,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00428,ATLAS-5222,PR-7213,PD-2086,REL-2026.01,order-ledger,deployment,database,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00429,ATLAS-1276,PR-7086,,REL-2023.1.11,checkout-api,business_requirement,teams,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00430,ATLAS-5865,PR-12275,,REL-2019.2.16,notification-service,db_health,pagerduty,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00431,ATLAS-2115,PR-6340,PD-2033,REL-2019.3.10,payment-orchestrator,db_health,confluence,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00432,ATLAS-4719,PR-10012,PD-2879,REL-2026.1.19,analytics-pipeline,business_requirement,confluence,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00433,ATLAS-2096,PR-12266,,REL-2019.2.8,auth-gateway,support_case,database,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00434,ATLAS-4731,PR-9980,,REL-2019.1.6,order-ledger,metric,grafana,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00435,ATLAS-2029,PR-11575,,REL-2019.05,notification-service,runbook,jira,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00436,ATLAS-4368,PR-6544,,REL-2024.3.4,analytics-pipeline,metric,pagerduty,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00437,ATLAS-4936,PR-5298,PD-2416,REL-2024.1.5,inventory-reservation,business_requirement,confluence,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00438,ATLAS-4218,PR-6736,,REL-2019.2.16,tax-service,support_case,jira,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00439,ATLAS-1047,PR-9093,,REL-2019.2.17,notification-service,risk,jira,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00440,ATLAS-4426,PR-9512,,REL-2024.08,order-ledger,metric,teams,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00441,ATLAS-4336,PR-8332,,REL-2022.02,analytics-pipeline,runbook,github,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00442,ATLAS-4467,PR-9617,PD-2894,REL-2024.08,auth-gateway,support_case,jira,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00443,ATLAS-3659,PR-9662,,REL-2023.4.4,pricing-engine,db_health,teams,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00444,ATLAS-1178,PR-8547,PD-2774,REL-2023.07,notification-service,risk,email,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00445,ATLAS-5687,PR-9992,PD-2217,REL-2022.06,pricing-engine,db_health,jira,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00446,ATLAS-3609,PR-9359,,REL-2023.2.2,notification-service,deployment,teams,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00447,ATLAS-3800,PR-9313,,REL-2026.1.16,checkout-api,metric,grafana,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00448,ATLAS-4028,PR-9923,,REL-2026.04,auth-gateway,decision,database,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00449,ATLAS-4837,PR-11814,,REL-2022.02,auth-gateway,risk,jira,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00450,ATLAS-4783,PR-5834,,REL-2024.4.2,inventory-reservation,decision,email,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00451,ATLAS-1462,PR-6727,,REL-2025.2.7,pricing-engine,deployment,jira,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00452,ATLAS-5174,PR-6255,,REL-2020.05,loyalty-service,risk,github,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00453,ATLAS-5050,PR-7233,,REL-2020.4.15,auth-gateway,runbook,github,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00454,ATLAS-4022,PR-10216,PD-2490,REL-2025.08,order-ledger,support_case,jira,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00455,ATLAS-3001,PR-12466,PD-2052,REL-2021.3.3,cart-service,support_case,confluence,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00456,ATLAS-3756,PR-6548,,REL-2024.06,analytics-pipeline,decision,support,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00457,ATLAS-1593,PR-7854,,REL-2022.04,inventory-reservation,db_health,pagerduty,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00458,ATLAS-2741,PR-9155,,REL-2024.1.8,cart-service,business_requirement,grafana,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00459,ATLAS-3157,PR-8926,,REL-2026.1.16,analytics-pipeline,risk,pagerduty,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00460,ATLAS-4966,PR-10215,PD-2588,REL-2021.2.3,search-recommendations,support_case,email,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00461,ATLAS-1142,PR-6211,,REL-2018.3.16,payment-orchestrator,runbook,jira,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00462,ATLAS-1891,PR-5007,PD-2519,REL-2021.4.15,search-recommendations,metric,confluence,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00463,ATLAS-1270,PR-9797,,REL-2024.4.18,analytics-pipeline,business_requirement,email,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00464,ATLAS-4449,PR-7384,,REL-2022.1.6,loyalty-service,business_requirement,github,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00465,ATLAS-5847,PR-10643,,REL-2024.3.11,cart-service,db_health,database,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00466,ATLAS-2690,PR-12308,PD-2419,REL-2023.1.6,pricing-engine,deployment,jira,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00467,ATLAS-1886,PR-8341,PD-2180,REL-2019.2.17,payment-orchestrator,decision,support,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00468,ATLAS-3453,PR-7427,PD-2044,REL-2018.3.11,loyalty-service,metric,confluence,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00469,ATLAS-5601,PR-7947,,REL-2024.4.18,checkout-api,business_requirement,pagerduty,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00470,ATLAS-4319,PR-9804,PD-2584,REL-2020.01,auth-gateway,db_health,confluence,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00471,ATLAS-5409,PR-6941,,REL-2019.09,notification-service,metric,pagerduty,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00472,ATLAS-4712,PR-6626,PD-2094,REL-2023.3.7,payment-orchestrator,runbook,pagerduty,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00473,ATLAS-4698,PR-8160,PD-2314,REL-2018.12,payment-orchestrator,business_requirement,email,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00474,ATLAS-5025,PR-10379,,REL-2021.4.16,cart-service,db_health,database,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00475,ATLAS-3784,PR-11082,,REL-2018.3.14,payment-orchestrator,db_health,grafana,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00476,ATLAS-1918,PR-10192,PD-2614,REL-2019.12,tax-service,support_case,email,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00477,ATLAS-3888,PR-8060,PD-2690,REL-2018.4.6,auth-gateway,runbook,github,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00478,ATLAS-1792,PR-8141,,REL-2025.1.16,notification-service,business_requirement,grafana,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00479,ATLAS-3148,PR-5691,PD-2781,REL-2019.3.19,analytics-pipeline,metric,github,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00480,ATLAS-3116,PR-12145,PD-2637,REL-2018.4.14,checkout-api,business_requirement,support,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00481,ATLAS-1669,PR-8062,,REL-2021.4.7,auth-gateway,runbook,teams,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00482,ATLAS-1334,PR-7680,,REL-2021.1.19,auth-gateway,deployment,jira,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00483,ATLAS-1490,PR-10017,,REL-2020.10,analytics-pipeline,decision,confluence,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00484,ATLAS-5774,PR-5256,PD-2560,REL-2021.06,notification-service,risk,grafana,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00485,ATLAS-4397,PR-5961,,REL-2022.11,pricing-engine,runbook,grafana,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00486,ATLAS-5950,PR-10060,,REL-2020.08,notification-service,support_case,database,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00487,ATLAS-2072,PR-5616,PD-2190,REL-2025.3.10,analytics-pipeline,db_health,github,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00488,ATLAS-1303,PR-5338,,REL-2019.1.6,tax-service,risk,email,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00489,ATLAS-2745,PR-7167,PD-2210,REL-2022.3.8,analytics-pipeline,support_case,jira,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
