experiment_id,start_date,quarter,channel,service,experiment_name,status,sample_size,control_conversion_pct,variant_conversion_pct,lift_pct,operational_note,linked_jira,decision_note
EXP-00658,2020-06-04,2020-Q2,partner-api,order-ledger,one-click reorder,running,106443,90.8,93.02,2.21,no clear impact,ATLAS-1506,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00659,2020-06-05,2020-Q2,ios,auth-gateway,tax quote cache,draft,186370,88.46,88.78,0.32,latency increased,ATLAS-1672,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00660,2020-06-06,2020-Q2,mobile-web,analytics-pipeline,one-click reorder,won,37127,83.44,87.03,3.59,conversion improved,ATLAS-1649,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00661,2020-06-07,2020-Q2,android,payment-orchestrator,coupon fallback,rolled back,217064,81.19,84.77,3.58,no clear impact,ATLAS-5641,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00662,2020-06-08,2020-Q2,ios,pricing-engine,inventory warning,running,83353,75.48,77.98,2.51,latency increased,ATLAS-5573,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00663,2020-06-09,2020-Q2,store-kiosk,analytics-pipeline,inventory warning,lost,200876,75.07,76.74,1.67,support tickets increased,ATLAS-1472,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00664,2020-06-10,2020-Q2,android,inventory-reservation,inventory warning,inconclusive,170991,84.73,80.51,-4.22,latency increased,ATLAS-5292,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00665,2020-06-11,2020-Q2,ios,analytics-pipeline,inventory warning,rolled back,40841,74.6,75.93,1.33,conversion improved,ATLAS-5552,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00666,2020-06-13,2020-Q2,android,pricing-engine,address validation,draft,145970,76.6,74.96,-1.63,latency neutral,ATLAS-2809,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00667,2020-06-14,2020-Q2,mobile-web,loyalty-service,tax quote cache,won,82189,81.34,80.78,-0.57,no clear impact,ATLAS-4683,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00668,2020-06-15,2020-Q2,mobile-web,checkout-api,loyalty prompt,rolled back,61970,79.5,82.65,3.15,conversion improved,ATLAS-5322,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00669,2020-06-16,2020-Q2,ios,cart-service,checkout button copy,draft,190975,81.43,80.54,-0.89,support tickets increased,ATLAS-1192,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00670,2020-06-17,2020-Q2,partner-api,auth-gateway,loyalty prompt,rolled back,88313,78.03,74.5,-3.53,support tickets increased,ATLAS-1940,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00671,2020-06-18,2020-Q2,store-kiosk,tax-service,one-click reorder,won,11740,82.83,81.14,-1.68,latency increased,ATLAS-3632,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00672,2020-06-19,2020-Q2,mobile-web,payment-orchestrator,inventory warning,inconclusive,226250,80.01,83.42,3.42,latency neutral,ATLAS-1298,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00673,2020-06-20,2020-Q2,web,notification-service,payment retry UX,rolled back,97854,90.02,93.3,3.28,support tickets increased,ATLAS-3051,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00674,2020-06-21,2020-Q2,store-kiosk,order-ledger,address validation,won,113546,81.02,85.0,3.97,latency increased,ATLAS-5874,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00675,2020-06-23,2020-Q2,store-kiosk,payment-orchestrator,payment retry UX,lost,213825,84.99,87.15,2.16,support tickets increased,ATLAS-6174,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00676,2020-06-24,2020-Q2,mobile-web,pricing-engine,payment retry UX,draft,171017,76.63,79.25,2.62,no clear impact,ATLAS-1317,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00677,2020-06-25,2020-Q2,android,notification-service,loyalty prompt,rolled back,157214,90.99,92.37,1.38,no clear impact,ATLAS-2613,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00678,2020-06-26,2020-Q2,web,auth-gateway,one-click reorder,lost,44574,75.45,76.52,1.06,support tickets increased,ATLAS-5741,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00679,2020-06-27,2020-Q2,android,loyalty-service,payment retry UX,lost,137943,73.28,74.2,0.93,latency increased,ATLAS-5529,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00680,2020-06-28,2020-Q2,partner-api,pricing-engine,one-click reorder,draft,152582,76.98,78.5,1.52,support tickets increased,ATLAS-1042,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00681,2020-06-29,2020-Q2,partner-api,loyalty-service,tax quote cache,won,57520,90.56,89.7,-0.85,conversion improved,ATLAS-3085,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00682,2020-06-30,2020-Q2,mobile-web,analytics-pipeline,loyalty prompt,rolled back,136871,78.64,74.8,-3.83,no clear impact,ATLAS-3628,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00683,2020-07-02,2020-Q3,android,auth-gateway,checkout button copy,lost,23867,86.88,88.17,1.29,support tickets increased,ATLAS-4624,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00684,2020-07-03,2020-Q3,mobile-web,payment-orchestrator,one-click reorder,running,103014,73.19,76.12,2.93,latency neutral,ATLAS-4614,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00685,2020-07-04,2020-Q3,mobile-web,search-recommendations,payment retry UX,lost,200468,89.0,89.9,0.9,no clear impact,ATLAS-1264,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00686,2020-07-05,2020-Q3,partner-api,inventory-reservation,address validation,rolled back,192456,75.35,80.17,4.82,conversion improved,ATLAS-4389,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00687,2020-07-06,2020-Q3,mobile-web,search-recommendations,payment retry UX,rolled back,77970,84.26,85.07,0.81,support tickets increased,ATLAS-2256,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00688,2020-07-07,2020-Q3,web,loyalty-service,checkout button copy,draft,13717,77.91,80.89,2.98,conversion improved,ATLAS-2164,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00689,2020-07-08,2020-Q3,partner-api,tax-service,address validation,rolled back,197070,88.43,88.36,-0.07,latency increased,ATLAS-2342,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00690,2020-07-09,2020-Q3,partner-api,inventory-reservation,loyalty prompt,rolled back,16078,74.48,73.83,-0.65,support tickets increased,ATLAS-6054,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00691,2020-07-10,2020-Q3,android,payment-orchestrator,tax quote cache,won,111723,79.97,80.04,0.06,latency increased,ATLAS-1764,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00692,2020-07-12,2020-Q3,mobile-web,payment-orchestrator,checkout button copy,draft,110084,86.99,88.4,1.41,conversion improved,ATLAS-1585,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00693,2020-07-13,2020-Q3,partner-api,auth-gateway,payment retry UX,rolled back,48707,76.79,82.02,5.23,conversion improved,ATLAS-3954,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00694,2020-07-14,2020-Q3,android,pricing-engine,tax quote cache,lost,154467,82.79,80.71,-2.08,conversion improved,ATLAS-2457,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00695,2020-07-15,2020-Q3,android,checkout-api,loyalty prompt,inconclusive,29139,88.32,88.96,0.64,latency increased,ATLAS-5786,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00696,2020-07-16,2020-Q3,android,pricing-engine,payment retry UX,running,136013,74.14,73.27,-0.87,support tickets increased,ATLAS-6171,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00697,2020-07-17,2020-Q3,mobile-web,auth-gateway,inventory warning,inconclusive,37221,77.77,76.84,-0.93,latency increased,ATLAS-1602,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00698,2020-07-18,2020-Q3,mobile-web,auth-gateway,checkout button copy,lost,202963,79.07,75.69,-3.38,latency neutral,ATLAS-1062,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00699,2020-07-19,2020-Q3,partner-api,inventory-reservation,payment retry UX,lost,70743,77.9,73.44,-4.46,conversion improved,ATLAS-2493,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00700,2020-07-20,2020-Q3,partner-api,tax-service,one-click reorder,lost,76795,79.87,80.97,1.11,latency increased,ATLAS-4644,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00701,2020-07-22,2020-Q3,mobile-web,cart-service,one-click reorder,lost,54016,79.17,84.35,5.18,latency increased,ATLAS-1098,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00702,2020-07-23,2020-Q3,mobile-web,search-recommendations,tax quote cache,lost,139351,81.51,82.24,0.72,latency neutral,ATLAS-1804,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00703,2020-07-24,2020-Q3,mobile-web,inventory-reservation,inventory warning,lost,211222,87.37,83.43,-3.94,no clear impact,ATLAS-2160,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00704,2020-07-25,2020-Q3,ios,notification-service,loyalty prompt,draft,47215,78.87,83.86,4.98,support tickets increased,ATLAS-6195,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00705,2020-07-26,2020-Q3,web,notification-service,coupon fallback,inconclusive,50502,81.82,85.22,3.4,no clear impact,ATLAS-2506,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00706,2020-07-27,2020-Q3,store-kiosk,cart-service,tax quote cache,won,61534,81.8,82.18,0.38,latency increased,ATLAS-1370,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00707,2020-07-28,2020-Q3,web,payment-orchestrator,one-click reorder,won,43425,75.53,76.91,1.38,support tickets increased,ATLAS-2616,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00708,2020-07-29,2020-Q3,web,auth-gateway,payment retry UX,lost,90591,80.89,79.13,-1.76,latency neutral,ATLAS-3451,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00709,2020-07-31,2020-Q3,ios,payment-orchestrator,address validation,lost,140725,84.64,82.53,-2.11,latency neutral,ATLAS-1667,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00710,2020-08-01,2020-Q3,ios,analytics-pipeline,coupon fallback,rolled back,172192,79.22,80.78,1.56,support tickets increased,ATLAS-5064,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00711,2020-08-02,2020-Q3,store-kiosk,notification-service,address validation,running,175972,77.03,76.23,-0.8,latency neutral,ATLAS-4608,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00712,2020-08-03,2020-Q3,partner-api,checkout-api,inventory warning,inconclusive,206489,82.61,84.1,1.49,latency increased,ATLAS-3599,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00713,2020-08-04,2020-Q3,android,order-ledger,coupon fallback,inconclusive,33877,72.74,73.62,0.88,conversion improved,ATLAS-2865,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00714,2020-08-05,2020-Q3,android,cart-service,loyalty prompt,inconclusive,113926,74.59,78.47,3.88,latency neutral,ATLAS-1474,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00715,2020-08-06,2020-Q3,web,pricing-engine,tax quote cache,won,125738,79.87,81.09,1.22,no clear impact,ATLAS-3736,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00716,2020-08-07,2020-Q3,store-kiosk,inventory-reservation,coupon fallback,draft,78637,77.0,75.94,-1.06,no clear impact,ATLAS-2651,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00717,2020-08-08,2020-Q3,partner-api,payment-orchestrator,loyalty prompt,draft,234904,85.4,88.29,2.88,latency increased,ATLAS-4738,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00718,2020-08-10,2020-Q3,partner-api,checkout-api,one-click reorder,won,129411,74.05,75.14,1.09,latency increased,ATLAS-5785,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00719,2020-08-11,2020-Q3,web,inventory-reservation,loyalty prompt,rolled back,110690,85.06,86.54,1.48,latency increased,ATLAS-4367,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00720,2020-08-12,2020-Q3,store-kiosk,checkout-api,address validation,inconclusive,116968,73.53,72.95,-0.58,no clear impact,ATLAS-4793,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00721,2020-08-13,2020-Q3,web,inventory-reservation,checkout button copy,rolled back,8844,78.15,74.04,-4.11,latency neutral,ATLAS-5246,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00722,2020-08-14,2020-Q3,ios,checkout-api,address validation,rolled back,56953,85.69,88.43,2.74,no clear impact,ATLAS-2281,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00723,2020-08-15,2020-Q3,mobile-web,auth-gateway,coupon fallback,inconclusive,139732,72.2,72.23,0.04,latency increased,ATLAS-3087,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00724,2020-08-16,2020-Q3,mobile-web,auth-gateway,tax quote cache,won,43516,79.23,81.39,2.16,latency increased,ATLAS-2186,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00725,2020-08-17,2020-Q3,android,search-recommendations,coupon fallback,inconclusive,138337,78.84,77.09,-1.75,latency neutral,ATLAS-2738,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00726,2020-08-19,2020-Q3,android,loyalty-service,checkout button copy,rolled back,152195,77.27,73.93,-3.34,latency increased,ATLAS-2133,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00727,2020-08-20,2020-Q3,web,tax-service,inventory warning,won,162203,87.57,90.92,3.35,latency increased,ATLAS-6048,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00728,2020-08-21,2020-Q3,ios,inventory-reservation,coupon fallback,lost,85702,83.28,78.58,-4.7,latency neutral,ATLAS-4483,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00729,2020-08-22,2020-Q3,web,auth-gateway,tax quote cache,inconclusive,101802,83.63,84.2,0.57,latency neutral,ATLAS-4134,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00730,2020-08-23,2020-Q3,store-kiosk,inventory-reservation,payment retry UX,draft,2532,83.34,84.66,1.31,no clear impact,ATLAS-1671,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00731,2020-08-24,2020-Q3,android,inventory-reservation,address validation,inconclusive,117884,73.7,73.37,-0.34,latency increased,ATLAS-2704,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00732,2020-08-25,2020-Q3,mobile-web,payment-orchestrator,coupon fallback,rolled back,102207,72.39,74.59,2.2,no clear impact,ATLAS-2697,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00733,2020-08-26,2020-Q3,store-kiosk,order-ledger,loyalty prompt,draft,32073,72.93,72.75,-0.18,conversion improved,ATLAS-4370,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00734,2020-08-27,2020-Q3,mobile-web,tax-service,address validation,inconclusive,26219,77.91,77.8,-0.11,latency increased,ATLAS-1047,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00735,2020-08-29,2020-Q3,partner-api,analytics-pipeline,inventory warning,running,46554,81.06,82.24,1.18,support tickets increased,ATLAS-4907,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00736,2020-08-30,2020-Q3,partner-api,auth-gateway,checkout button copy,draft,67787,74.98,75.27,0.3,latency increased,ATLAS-3010,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00737,2020-08-31,2020-Q3,ios,checkout-api,coupon fallback,inconclusive,162776,86.82,84.87,-1.95,support tickets increased,ATLAS-2501,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00738,2020-09-01,2020-Q3,web,auth-gateway,checkout button copy,running,149033,76.79,75.34,-1.44,no clear impact,ATLAS-3142,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00739,2020-09-02,2020-Q3,android,loyalty-service,address validation,rolled back,222807,85.93,90.32,4.39,conversion improved,ATLAS-2507,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00740,2020-09-03,2020-Q3,mobile-web,notification-service,one-click reorder,rolled back,40369,78.31,73.67,-4.64,no clear impact,ATLAS-3595,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00741,2020-09-04,2020-Q3,web,cart-service,one-click reorder,lost,139906,74.79,76.44,1.65,latency increased,ATLAS-2071,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00742,2020-09-05,2020-Q3,web,loyalty-service,payment retry UX,won,35676,82.75,80.67,-2.09,support tickets increased,ATLAS-4372,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00743,2020-09-07,2020-Q3,mobile-web,tax-service,checkout button copy,draft,218316,82.9,87.33,4.42,latency increased,ATLAS-4765,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00744,2020-09-08,2020-Q3,ios,notification-service,tax quote cache,rolled back,215064,85.92,85.63,-0.29,support tickets increased,ATLAS-3144,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00745,2020-09-09,2020-Q3,web,auth-gateway,coupon fallback,won,7143,85.45,86.58,1.13,latency neutral,ATLAS-4566,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00746,2020-09-10,2020-Q3,partner-api,search-recommendations,checkout button copy,won,207243,85.4,87.15,1.75,no clear impact,ATLAS-6131,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00747,2020-09-11,2020-Q3,mobile-web,search-recommendations,tax quote cache,won,35166,79.39,77.8,-1.59,no clear impact,ATLAS-4508,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00748,2020-09-12,2020-Q3,android,payment-orchestrator,address validation,lost,217856,84.4,81.7,-2.71,conversion improved,ATLAS-3365,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00749,2020-09-13,2020-Q3,store-kiosk,auth-gateway,tax quote cache,draft,206185,72.9,72.43,-0.46,no clear impact,ATLAS-1024,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00750,2020-09-14,2020-Q3,partner-api,notification-service,address validation,running,207097,74.62,76.0,1.38,support tickets increased,ATLAS-4564,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00751,2020-09-15,2020-Q3,ios,cart-service,checkout button copy,lost,194633,88.79,85.85,-2.94,support tickets increased,ATLAS-4123,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00752,2020-09-17,2020-Q3,ios,auth-gateway,coupon fallback,lost,55210,85.09,86.19,1.09,latency neutral,ATLAS-3306,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00753,2020-09-18,2020-Q3,android,payment-orchestrator,one-click reorder,lost,172491,76.37,75.49,-0.88,conversion improved,ATLAS-5609,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00754,2020-09-19,2020-Q3,mobile-web,search-recommendations,payment retry UX,won,93303,81.44,83.3,1.86,latency increased,ATLAS-3886,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00755,2020-09-20,2020-Q3,store-kiosk,pricing-engine,coupon fallback,draft,173804,90.43,88.38,-2.06,support tickets increased,ATLAS-1547,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00756,2020-09-21,2020-Q3,ios,order-ledger,payment retry UX,inconclusive,64425,72.1,70.18,-1.92,no clear impact,ATLAS-1868,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00757,2020-09-22,2020-Q3,web,loyalty-service,tax quote cache,won,29955,79.88,81.49,1.61,latency increased,ATLAS-5842,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00758,2020-09-23,2020-Q3,partner-api,tax-service,checkout button copy,draft,137808,77.3,77.22,-0.08,latency increased,ATLAS-2028,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00759,2020-09-24,2020-Q3,mobile-web,payment-orchestrator,payment retry UX,draft,75481,73.93,73.61,-0.32,support tickets increased,ATLAS-3210,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00760,2020-09-26,2020-Q3,store-kiosk,loyalty-service,payment retry UX,lost,210342,76.71,75.01,-1.7,no clear impact,ATLAS-5761,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00761,2020-09-27,2020-Q3,partner-api,cart-service,checkout button copy,won,221287,79.41,79.42,0.01,conversion improved,ATLAS-6143,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00762,2020-09-28,2020-Q3,mobile-web,cart-service,loyalty prompt,running,95615,90.56,92.31,1.74,latency increased,ATLAS-1567,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00763,2020-09-29,2020-Q3,store-kiosk,analytics-pipeline,payment retry UX,lost,123906,73.64,80.06,6.43,conversion improved,ATLAS-5066,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00764,2020-09-30,2020-Q3,store-kiosk,order-ledger,loyalty prompt,rolled back,57483,76.1,79.69,3.59,support tickets increased,ATLAS-3979,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00765,2020-10-01,2020-Q4,ios,search-recommendations,payment retry UX,lost,60291,84.72,86.05,1.33,conversion improved,ATLAS-3889,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00766,2020-10-02,2020-Q4,mobile-web,inventory-reservation,checkout button copy,running,48854,89.38,90.28,0.9,latency increased,ATLAS-5962,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00767,2020-10-03,2020-Q4,android,tax-service,inventory warning,inconclusive,40872,89.77,90.86,1.09,latency neutral,ATLAS-3737,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00768,2020-10-04,2020-Q4,ios,analytics-pipeline,coupon fallback,lost,103826,82.23,81.25,-0.98,latency increased,ATLAS-3194,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00769,2020-10-06,2020-Q4,store-kiosk,auth-gateway,payment retry UX,inconclusive,210734,80.41,80.96,0.55,latency increased,ATLAS-2201,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00770,2020-10-07,2020-Q4,ios,analytics-pipeline,checkout button copy,lost,128488,85.23,85.78,0.55,support tickets increased,ATLAS-6144,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00771,2020-10-08,2020-Q4,store-kiosk,notification-service,coupon fallback,inconclusive,101911,85.68,85.06,-0.62,latency increased,ATLAS-4375,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00772,2020-10-09,2020-Q4,store-kiosk,payment-orchestrator,payment retry UX,running,68770,82.83,84.07,1.24,latency increased,ATLAS-4540,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00773,2020-10-10,2020-Q4,store-kiosk,auth-gateway,checkout button copy,won,230061,84.04,83.02,-1.02,no clear impact,ATLAS-5724,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00774,2020-10-11,2020-Q4,mobile-web,order-ledger,checkout button copy,running,12945,89.91,89.5,-0.41,no clear impact,ATLAS-3454,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00775,2020-10-12,2020-Q4,web,auth-gateway,one-click reorder,rolled back,13752,87.62,86.81,-0.81,conversion improved,ATLAS-5903,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00776,2020-10-13,2020-Q4,partner-api,checkout-api,coupon fallback,lost,113813,84.95,83.54,-1.41,no clear impact,ATLAS-1662,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00777,2020-10-15,2020-Q4,ios,order-ledger,coupon fallback,lost,19285,88.9,86.85,-2.05,support tickets increased,ATLAS-1904,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00778,2020-10-16,2020-Q4,partner-api,analytics-pipeline,loyalty prompt,inconclusive,214088,86.24,84.51,-1.73,conversion improved,ATLAS-1506,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00779,2020-10-17,2020-Q4,store-kiosk,loyalty-service,inventory warning,draft,214716,84.74,86.21,1.46,no clear impact,ATLAS-1555,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00780,2020-10-18,2020-Q4,store-kiosk,cart-service,checkout button copy,lost,90683,89.48,93.09,3.61,latency neutral,ATLAS-4893,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00781,2020-10-19,2020-Q4,partner-api,inventory-reservation,payment retry UX,lost,188681,90.53,92.74,2.21,latency neutral,ATLAS-2747,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00782,2020-10-20,2020-Q4,mobile-web,cart-service,tax quote cache,running,31647,76.92,82.57,5.65,latency neutral,ATLAS-3300,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00783,2020-10-21,2020-Q4,android,payment-orchestrator,coupon fallback,running,35347,89.0,89.94,0.94,conversion improved,ATLAS-5919,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00784,2020-10-22,2020-Q4,web,payment-orchestrator,one-click reorder,won,42183,75.44,71.79,-3.65,support tickets increased,ATLAS-3993,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00785,2020-10-23,2020-Q4,web,payment-orchestrator,address validation,won,74577,77.51,76.15,-1.36,conversion improved,ATLAS-1675,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00786,2020-10-25,2020-Q4,web,payment-orchestrator,inventory warning,rolled back,114898,75.14,75.06,-0.09,conversion improved,ATLAS-4618,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00787,2020-10-26,2020-Q4,web,inventory-reservation,loyalty prompt,inconclusive,197069,76.26,74.48,-1.78,latency neutral,ATLAS-5823,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
